algorithm,avg_cost_per_step,avg_fill_rate,avg_stockout_rate,avg_bullwhip_cv,avg_transport_per_step,avg_route_distance_per_step,routing_feasible_rate,runtime_sec
BaseStock,402.5666666666666,0.5224492375824146,0.47755076241758543,3.9593148539228444,0.0,0.0,1.0,0.02054762840270996
"(s,S)",460.77777777777777,0.4954354528376436,0.5045645471623563,4.755803067239347,0.0,0.0,1.0,0.015608072280883789
BaseStock+Savings,424.1026502101863,0.5224492375824146,0.47755076241758543,3.9593148539228444,21.53598354351965,21.53598354351965,1.0,0.02180004119873047
"(s,S)+Savings",479.7727261127582,0.4954354528376436,0.5045645471623563,4.755803067239347,18.99494833498043,18.99494833498043,1.0,0.02018570899963379
BaseStock+Savings2Opt,424.1026502101863,0.5224492375824146,0.47755076241758543,3.9593148539228444,21.53598354351965,21.53598354351965,1.0,0.0257723331451416
"(s,S)+Savings2Opt",479.7727261127582,0.4954354528376436,0.5045645471623563,4.755803067239347,18.99494833498043,18.99494833498043,1.0,0.023298263549804688
BaseStock+NearestInsertion,424.1026502101863,0.5224492375824146,0.47755076241758543,3.9593148539228444,21.53598354351965,21.53598354351965,1.0,0.03230738639831543
"(s,S)+NearestInsertion",479.7727261127582,0.4954354528376436,0.5045645471623563,4.755803067239347,18.99494833498043,18.99494833498043,1.0,0.023203134536743164
BaseStock+GARouting,424.1026502101863,0.5224492375824146,0.47755076241758543,3.9593148539228444,21.53598354351965,21.53598354351965,1.0,2.438826560974121
"(s,S)+GARouting",479.7727261127582,0.4954354528376436,0.5045645471623563,4.755803067239347,18.99494833498043,18.99494833498043,1.0,2.053068161010742
GAInventory+Savings,180.33783326876156,0.936349000286404,0.06365099971359611,3.363586576716635,56.082277713206,56.082277713206,1.0,0.6546530723571777
GAInventory+Savings2Opt,180.33783326876156,0.936349000286404,0.06365099971359611,3.363586576716635,56.082277713206,56.082277713206,1.0,0.6519474983215332
ALNSInventory+Savings,193.0057732164895,0.9241401785692585,0.07585982143074159,3.5558959766644187,56.294662105378386,56.294662105378386,1.0,0.19146037101745605
ALNSInventory+Savings2Opt,193.0057732164895,0.9241401785692585,0.07585982143074159,3.5558959766644187,56.294662105378386,56.294662105378386,1.0,0.1752948760986328
ALNS-IRP,183.5079091713334,0.9244295020630965,0.07557049793690351,3.753148193374025,56.263464726889,56.263464726889,1.0,0.5565550327301025
MILP,102.67777777777776,1.0,0.0,1.737238763346194,0.0,0.0,1.0,3.040545701980591
