"config","algorithm","avg_cost_per_step","avg_fill_rate","avg_stockout_rate","avg_bullwhip_cv","avg_transport_per_step","avg_route_distance_per_step","routing_feasible_rate","runtime_sec"
"env_3layers_trend","BaseStock+GARouting","1971.9862426636791","0.6765297898607185","0.3234702101392815","2.260670828163","68.23068710812352","68.23068710812352","1.0","6.106518507003784"
"env_3layers_trend","(s,S)+GARouting","2154.8040685985366","0.633663331041261","0.3663366689587389","2.6144803318180716","41.75962415409242","41.75962415409242","1.0","4.202835559844971"
"env_3layers_trend","GAInventory+Savings","835.3911946656114","0.9445694674137002","0.05543053258629982","1.3254241159251607","118.94675022116701","118.94675022116701","1.0","0.6615557670593262"
"env_3layers_trend","GAInventory+Savings2Opt","835.3911946656114","0.9445694674137002","0.05543053258629982","1.3254241159251607","118.94675022116701","118.94675022116701","1.0","0.6257426738739014"
"env_3layers_trend","ALNSInventory+Savings","1054.0048730684578","0.9209312158121223","0.0790687841878777","1.5719999002715885","112.96042862401339","112.96042862401339","1.0","0.19495749473571777"
"env_3layers_trend","ALNSInventory+Savings2Opt","1054.0048730684578","0.9209312158121223","0.0790687841878777","1.5719999002715885","112.96042862401339","112.96042862401339","1.0","0.1937243938446045"
"env_3layers_trend","ALNS-IRP","1070.0373644576214","0.9250662167968112","0.07493378320318882","1.5190239957238443","115.6818089020657","115.6818089020657","1.0","0.689678430557251"
"env_3layers_trend","MILP","584.0111111111111","0.9921750893989669","0.00782491060103315","1.185430160039235","0.0","0.0","1.0","3.286987543106079"
"env_4layers_hard","BaseStock","3340.7222222222226","0.5272188748755275","0.47278112512447246","5.089324565371466","0.0","0.0","1.0","0.027483224868774414"
"env_4layers_hard","(s,S)","3506.2833333333333","0.5274556238683609","0.4725443761316391","5.500588785994611","0.0","0.0","1.0","0.027151823043823242"
"env_4layers_hard","BaseStock+Savings","3416.978133916337","0.5272188748755275","0.47278112512447246","5.089324565371466","76.25591169411452","76.25591169411452","1.0","0.03503918647766113"
"env_4layers_hard","(s,S)+Savings","3568.1318349091894","0.5274556238683609","0.4725443761316391","5.500588785994611","61.84850157585665","61.84850157585665","1.0","0.03482627868652344"
