algorithm,cost_scope,transport_weight,avg_inventory_cost_per_step,avg_routing_cost_per_step,avg_weighted_total_cost_per_step,avg_cost_per_step,avg_fill_rate,avg_stockout_rate,avg_bullwhip_cv,avg_requested_bullwhip_cv,avg_shipped_bullwhip_cv,max_bullwhip_cv,max_requested_bullwhip_cv,avg_order_mean,avg_order_std,avg_order_var,avg_demand_mean,avg_demand_std,avg_demand_var,avg_requested_demand_mean,avg_requested_demand_std,avg_requested_demand_var,avg_shipped_demand_mean,avg_shipped_demand_std,avg_shipped_demand_var,avg_fulfilled_demand_mean,avg_fulfilled_demand_std,avg_fulfilled_demand_var,min_demand_var,min_requested_demand_var,max_order_var,avg_transport_per_step,avg_route_distance_per_step,routing_feasible_rate,runtime_sec
BaseStock,inventory_only,0.0,1016.2333333333333,0.0,1016.2333333333333,1016.2333333333333,0.7220867458258279,0.2779132541741721,7.719212649409438,7.48480372360109,7.719212649409438,25.057664233576645,25.057664233576645,9.925925925925924,9.59185819956011,96.70543209876544,6.959259259259259,6.1232897102427675,47.524567901234576,12.777777777777777,8.24443291615112,101.71456790123457,6.959259259259259,6.1232897102427675,47.524567901234576,6.025925925925926,5.562960610246105,32.62777777777777,6.088888888888889,6.088888888888889,164.35666666666665,0.0,0.0,1.0,0.013515710830688477
"(s,S)",inventory_only,0.0,1133.5333333333333,0.0,1133.5333333333333,1133.5333333333333,0.7048250860570087,0.29517491394299133,8.962546189994315,8.739611734456444,8.962546189994315,27.667153284671542,27.667153284671542,10.174074074074074,10.630991522780008,116.23716049382716,6.77037037037037,6.677505688761633,57.35802469135803,13.044444444444444,8.963583239512467,120.14740740740743,6.77037037037037,6.677505688761633,57.35802469135803,5.7555555555555555,6.563047777649617,43.96098765432099,6.088888888888889,6.088888888888889,169.69333333333324,0.0,0.0,1.0,0.012853622436523438
BaseStock+Savings,inventory_plus_routing,0.25,1016.2333333333333,13.307764064044152,1029.5410973973774,1029.5410973973774,0.7220867458258279,0.2779132541741721,7.719212649409438,7.48480372360109,7.719212649409438,25.057664233576645,25.057664233576645,9.925925925925924,9.59185819956011,96.70543209876544,6.959259259259259,6.1232897102427675,47.524567901234576,12.777777777777777,8.24443291615112,101.71456790123457,6.959259259259259,6.1232897102427675,47.524567901234576,6.025925925925926,5.562960610246105,32.62777777777777,6.088888888888889,6.088888888888889,164.35666666666665,13.307764064044152,53.23105625617661,1.0,0.015534639358520508
"(s,S)+Savings",inventory_plus_routing,0.25,1133.5333333333333,11.183395522171596,1144.716728855505,1144.716728855505,0.7048250860570087,0.29517491394299133,8.962546189994315,8.739611734456444,8.962546189994315,27.667153284671542,27.667153284671542,10.174074074074074,10.630991522780008,116.23716049382716,6.77037037037037,6.677505688761633,57.35802469135803,13.044444444444444,8.963583239512467,120.14740740740743,6.77037037037037,6.677505688761633,57.35802469135803,5.7555555555555555,6.563047777649617,43.96098765432099,6.088888888888889,6.088888888888889,169.69333333333324,11.183395522171596,44.73358208868638,1.0,0.014563322067260742
BaseStock+Savings2Opt,inventory_plus_routing,0.25,1016.2333333333333,13.307764064044152,1029.5410973973774,1029.5410973973774,0.7220867458258279,0.2779132541741721,7.719212649409438,7.48480372360109,7.719212649409438,25.057664233576645,25.057664233576645,9.925925925925924,9.59185819956011,96.70543209876544,6.959259259259259,6.1232897102427675,47.524567901234576,12.777777777777777,8.24443291615112,101.71456790123457,6.959259259259259,6.1232897102427675,47.524567901234576,6.025925925925926,5.562960610246105,32.62777777777777,6.088888888888889,6.088888888888889,164.35666666666665,13.307764064044152,53.23105625617661,1.0,0.01975727081298828
"(s,S)+Savings2Opt",inventory_plus_routing,0.25,1133.5333333333333,11.183395522171596,1144.716728855505,1144.716728855505,0.7048250860570087,0.29517491394299133,8.962546189994315,8.739611734456444,8.962546189994315,27.667153284671542,27.667153284671542,10.174074074074074,10.630991522780008,116.23716049382716,6.77037037037037,6.677505688761633,57.35802469135803,13.044444444444444,8.963583239512467,120.14740740740743,6.77037037037037,6.677505688761633,57.35802469135803,5.7555555555555555,6.563047777649617,43.96098765432099,6.088888888888889,6.088888888888889,169.69333333333324,11.183395522171596,44.73358208868638,1.0,0.01576828956604004
BaseStock+NearestInsertion,inventory_plus_routing,0.25,1016.2333333333333,13.307764064044152,1029.5410973973774,1029.5410973973774,0.7220867458258279,0.2779132541741721,7.719212649409438,7.48480372360109,7.719212649409438,25.057664233576645,25.057664233576645,9.925925925925924,9.59185819956011,96.70543209876544,6.959259259259259,6.1232897102427675,47.524567901234576,12.777777777777777,8.24443291615112,101.71456790123457,6.959259259259259,6.1232897102427675,47.524567901234576,6.025925925925926,5.562960610246105,32.62777777777777,6.088888888888889,6.088888888888889,164.35666666666665,13.307764064044152,53.23105625617661,1.0,0.01983332633972168
"(s,S)+NearestInsertion",inventory_plus_routing,0.25,1133.5333333333333,11.183395522171596,1144.716728855505,1144.716728855505,0.7048250860570087,0.29517491394299133,8.962546189994315,8.739611734456444,8.962546189994315,27.667153284671542,27.667153284671542,10.174074074074074,10.630991522780008,116.23716049382716,6.77037037037037,6.677505688761633,57.35802469135803,13.044444444444444,8.963583239512467,120.14740740740743,6.77037037037037,6.677505688761633,57.35802469135803,5.7555555555555555,6.563047777649617,43.96098765432099,6.088888888888889,6.088888888888889,169.69333333333324,11.183395522171596,44.73358208868638,1.0,0.02015233039855957
BaseStock+GARouting,inventory_plus_routing,0.25,1016.2333333333333,13.307764064044152,1029.5410973973774,1029.5410973973774,0.7220867458258279,0.2779132541741721,7.719212649409438,7.48480372360109,7.719212649409438,25.057664233576645,25.057664233576645,9.925925925925924,9.59185819956011,96.70543209876544,6.959259259259259,6.1232897102427675,47.524567901234576,12.777777777777777,8.24443291615112,101.71456790123457,6.959259259259259,6.1232897102427675,47.524567901234576,6.025925925925926,5.562960610246105,32.62777777777777,6.088888888888889,6.088888888888889,164.35666666666665,13.307764064044152,53.23105625617661,1.0,2.0277791023254395
"(s,S)+GARouting",inventory_plus_routing,0.25,1133.5333333333333,11.183395522171596,1144.716728855505,1144.716728855505,0.7048250860570087,0.29517491394299133,8.962546189994315,8.739611734456444,8.962546189994315,27.667153284671542,27.667153284671542,10.174074074074074,10.630991522780008,116.23716049382716,6.77037037037037,6.677505688761633,57.35802469135803,13.044444444444444,8.963583239512467,120.14740740740743,6.77037037037037,6.677505688761633,57.35802469135803,5.7555555555555555,6.563047777649617,43.96098765432099,6.088888888888889,6.088888888888889,169.69333333333324,11.183395522171596,44.73358208868638,1.0,1.7120509147644043
GAInventory+Savings,inventory_plus_routing,0.25,775.0333333333333,26.62929881794798,801.6626321512813,801.6626321512813,0.9655567009673116,0.03444329903268839,4.646054027167342,4.97870612773669,4.646054027167342,14.545437956204381,14.545437956204381,14.644444444444442,8.918873616426273,79.77506172839507,11.948148148148146,7.982656291716754,90.53950617283948,14.622222222222222,6.229692991115192,50.45135802469136,11.948148148148146,7.982656291716754,90.53950617283948,11.840740740740738,7.407777133217747,74.41222222222223,6.088888888888889,6.088888888888889,92.3288888888889,26.62929881794798,106.51719527179192,1.0,0.04196929931640625
GAInventory+Savings2Opt,inventory_plus_routing,0.25,775.0333333333333,26.62929881794798,801.6626321512813,801.6626321512813,0.9655567009673116,0.03444329903268839,4.646054027167342,4.97870612773669,4.646054027167342,14.545437956204381,14.545437956204381,14.644444444444442,8.918873616426273,79.77506172839507,11.948148148148146,7.982656291716754,90.53950617283948,14.622222222222222,6.229692991115192,50.45135802469136,11.948148148148146,7.982656291716754,90.53950617283948,11.840740740740738,7.407777133217747,74.41222222222223,6.088888888888889,6.088888888888889,92.3288888888889,26.62929881794798,106.51719527179192,1.0,0.06379914283752441
ALNSInventory+Savings,inventory_plus_routing,0.25,834.2,28.03156333662753,862.2315633366275,862.2315633366275,0.9660982707077479,0.0339017292922521,3.2561288802449564,3.7290683118691894,3.2561288802449564,6.821009688934214,9.592013888888888,10.044444444444444,7.490382942213362,74.23654320987652,9.662962962962961,4.190597504562005,21.14456790123457,9.75925925925926,3.976242773812442,18.466543209876548,9.662962962962961,4.190597504562005,21.14456790123457,9.651851851851852,4.023560668917962,20.233086419753093,6.088888888888889,6.088888888888889,221.0,28.03156333662753,112.12625334651013,1.0,0.03855013847351074
ALNSInventory+Savings2Opt,inventory_plus_routing,0.25,834.2,28.03156333662753,862.2315633366275,862.2315633366275,0.9660982707077479,0.0339017292922521,3.2561288802449564,3.7290683118691894,3.2561288802449564,6.821009688934214,9.592013888888888,10.044444444444444,7.490382942213362,74.23654320987652,9.662962962962961,4.190597504562005,21.14456790123457,9.75925925925926,3.976242773812442,18.466543209876548,9.662962962962961,4.190597504562005,21.14456790123457,9.651851851851852,4.023560668917962,20.233086419753093,6.088888888888889,6.088888888888889,221.0,28.03156333662753,112.12625334651013,1.0,0.0481104850769043
ALNS-IRP,inventory_plus_routing,0.25,794.6,25.10590078408095,819.705900784081,819.705900784081,0.954242280137017,0.04575771986298305,2.712672145650955,2.8355580399024714,2.712672145650955,5.29936305732484,6.261177512173528,10.074074074074073,7.503806228422857,70.96716049382715,9.188888888888888,4.87274959294923,31.89567901234569,9.233333333333333,4.823977248667129,31.508518518518525,9.188888888888888,4.87274959294923,31.89567901234569,9.177777777777777,4.7874296699628145,31.37679012345679,6.088888888888889,6.088888888888889,200.0,25.10590078408095,100.42360313632379,1.0,0.08181548118591309
IQL,inventory_only,0.0,1835.3333333333333,0.0,1835.3333333333333,1835.3333333333333,0.932005984819466,0.06799401518053405,0.1111111111111111,0.3333333333333333,0.1111111111111111,1.0,1.0,15.666666666666666,0.0,0.0,13.292592592592593,2.806400277492205,9.790420776139603,13.937037037037037,1.7535127058366657,4.827958381558641,13.292592592592593,2.806400277492205,9.790420776139603,12.737037037037037,2.9421493923033104,10.62745781317664,0.0,0.0,0.0,0.0,0.0,1.0,0.13642621040344238
QMIX,inventory_only,0.0,1338.4333333333334,0.0,1338.4333333333334,1338.4333333333334,0.8724153489699479,0.12758465103005212,1.0995623928000446,1.2424195356571874,1.0995623928000446,7.6156114483954935,7.6156114483954935,15.885185185185186,2.5567819929189866,20.108271604938277,7.0925925925925934,3.9996176301176565,26.06123456790123,15.029629629629632,2.09621171453852,6.804589792428178,7.0925925925925934,3.9996176301176565,26.06123456790123,6.303703703703705,4.299569090176396,27.971481481481476,1.232595164407831e-30,0.0,109.76,0.0,0.0,1.0,0.11824536323547363
MAPPO,inventory_only,0.0,2279.1581560283685,0.0,2279.1581560283685,2279.1581560283685,0.8764595777442945,0.1235404222557055,0.028371978650204084,1.221816335535413,0.028371978650204084,0.09769017019798541,9.817777777777804,15.940740740740742,0.34362160200361624,0.35728395061728396,12.698581560283687,2.5253336103980497,7.931700093333112,14.211111111111109,1.6554466029534936,4.268780521882983,12.698581560283687,2.5253336103980497,7.931700093333112,11.702285263987392,2.7421923017655505,9.490835895802244,0.3471428571428571,1.135959703518257e-28,1.25,0.0,0.0,1.0,0.34405970573425293
IQL-GNN,inventory_only,0.0,1390.9728395061732,0.0,1390.9728395061732,1390.9728395061732,0.8484804536468575,0.15151954635314246,2.187014450908822,2.4819330592347555,2.187014450908822,18.033651344319168,18.033651344319168,15.18148148148148,1.7370461764735954,14.30333333333333,10.517421124828532,3.897014087324275,19.509642897240024,14.270370370370374,2.858011967190341,17.004590932953988,10.517421124828532,3.897014087324275,19.509642897240024,9.992592592592594,4.089539642872982,20.514429430458193,3.2608446455666757,1.262177448353619e-29,115.51555555555552,0.0,0.0,1.0,0.2248082160949707
QMIX-GNN,inventory_only,0.0,1723.4940910285789,0.0,1723.4940910285789,1723.4940910285789,0.9325253576596405,0.06747464234035949,1.5547069713498374,1.6931250840909051,1.5547069713498374,8.683394160583942,8.683394160583942,18.385185185185186,3.398418539941272,17.701234567901235,14.282539090252268,6.267174793439526,50.606474904635895,16.677777777777777,4.6308204425997594,25.675305560975637,14.282539090252268,6.267174793439526,50.606474904635895,13.879091920138432,6.302679863684903,48.41261076365994,6.088888888888889,6.088888888888889,52.87222222222221,0.0,0.0,1.0,0.1959247589111328
MAPPO-GNN,inventory_only,0.0,1232.2230392156862,0.0,1232.2230392156862,1232.2230392156862,0.9226726276335927,0.0773273723664073,1.541464330776198,12.361508203075495,1.541464330776198,10.679587346485086,98.036721348934,10.081481481481482,2.9070812561992763,17.849382716049387,9.488970588235293,4.650067232760019,31.79523945071186,10.84074074074074,3.4191385685123357,18.647468147685156,9.488970588235293,4.650067232760019,31.79523945071186,8.97415577342048,4.520490437373256,28.17407352628108,2.5693876654355168,0.9474907729551375,92.8888888888889,0.0,0.0,1.0,0.44289493560791016
