algorithm,avg_cost_per_step,avg_fill_rate,avg_stockout_rate,avg_bullwhip_cv,avg_transport_per_step,avg_route_distance_per_step,routing_feasible_rate,runtime_sec
BaseStock,3340.7222222222226,0.5272188748755275,0.47278112512447246,5.089324565371466,0.0,0.0,1.0,0.027483224868774414
"(s,S)",3506.2833333333333,0.5274556238683609,0.4725443761316391,5.500588785994611,0.0,0.0,1.0,0.027151823043823242
BaseStock+Savings,3416.978133916337,0.5272188748755275,0.47278112512447246,5.089324565371466,76.25591169411452,76.25591169411452,1.0,0.03503918647766113
"(s,S)+Savings",3568.1318349091894,0.5274556238683609,0.4725443761316391,5.500588785994611,61.84850157585665,61.84850157585665,1.0,0.03482627868652344
BaseStock+Savings2Opt,3416.978133916337,0.5272188748755275,0.47278112512447246,5.089324565371466,76.25591169411452,76.25591169411452,1.0,0.03651690483093262
"(s,S)+Savings2Opt",3568.1318349091894,0.5274556238683609,0.4725443761316391,5.500588785994611,61.84850157585665,61.84850157585665,1.0,0.034070730209350586
BaseStock+NearestInsertion,3416.978133916337,0.5272188748755275,0.47278112512447246,5.089324565371466,76.25591169411452,76.25591169411452,1.0,0.039475440979003906
"(s,S)+NearestInsertion",3568.1318349091894,0.5274556238683609,0.4725443761316391,5.500588785994611,61.84850157585665,61.84850157585665,1.0,0.0452876091003418
BaseStock+GARouting,3416.978133916337,0.5272188748755275,0.47278112512447246,5.089324565371466,76.25591169411452,76.25591169411452,1.0,6.8343117237091064
"(s,S)+GARouting",3568.1318349091894,0.5274556238683609,0.4725443761316391,5.500588785994611,61.84850157585665,61.84850157585665,1.0,5.802815914154053
GAInventory+Savings,1413.281112492594,0.8533860193223282,0.1466139806776718,3.556541087713948,184.18111249259417,184.18111249259414,1.0,0.7606613636016846
GAInventory+Savings2Opt,1413.281112492594,0.8533860193223282,0.1466139806776718,3.556541087713948,184.18111249259417,184.18111249259414,1.0,0.7331898212432861
ALNSInventory+Savings,1034.3989465465831,0.8980929560411252,0.10190704395887488,2.1928953100009454,207.41005765769424,207.41005765769424,1.0,0.2548043727874756
ALNSInventory+Savings2Opt,1034.3989465465831,0.8980929560411252,0.10190704395887488,2.1928953100009454,207.41005765769424,207.41005765769424,1.0,0.25373268127441406
ALNS-IRP,1060.7824120582327,0.8927832631010605,0.10721673689893955,2.4529676040725055,204.14352316934378,204.14352316934378,1.0,1.1233527660369873
MILP,310.3277777777777,0.9743401007993094,0.025659899200690634,1.4722359178750395,0.0,0.0,1.0,4.059599161148071
