algorithm,episode,global_step,episode_reward_sum,episode_reward_mean_per_step,episode_length,update_count,epsilon,buffer_size,loss,policy_loss,value_loss,entropy,avg_cost_per_step,avg_weighted_total_cost_per_step,avg_inventory_cost_per_step,avg_routing_cost_per_step,transport_weight,total_inventory_cost,total_transport,routing_cost,avg_transport_per_step,avg_route_distance_per_step,routing_feasible_rate,avg_fill_rate,avg_stockout_rate,avg_bullwhip_cv,total_holding,total_backlog,avg_pipeline,weighted_total_cost
IQL,1,30,-26.20230292459477,-0.8734100974864922,30,0,0.9968333333333333,30,,,,,907.4046939663021,907.4046939663021,907.4046939663021,0.0,0.0,27222.140818989064,0.0,0.0,0.0,0.0,1.0,0.9110061774356197,0.08899382256438026,5.15399973356382,23592.37816888093,3629.7626501081377,10.669967761013085,27222.140818989064
IQL,2,60,-1.0173373305143858,-0.03391124435047953,30,0,0.9936666666666667,60,,,,,772.5504874514188,772.5504874514188,772.5504874514188,0.0,0.0,23176.514623542564,0.0,0.0,0.0,0.0,1.0,0.9414963552546841,0.058503644745315886,4.295256050276865,21747.97531400973,1428.5393095328345,10.58143729088131,23176.514623542564
IQL,3,90,-4.657295783366601,-0.1552431927788867,30,0,0.9905,90,,,,,943.34884531458,943.34884531458,943.34884531458,0.0,0.0,28300.4653594374,0.0,0.0,0.0,0.0,1.0,0.958718317457109,0.041281682542890996,4.368120917111101,26939.975503861548,1360.4898555758507,12.305723131700145,28300.4653594374
IQL,4,120,-5.949824273459814,-0.1983274757819938,30,0,0.9873333333333333,120,,,,,808.9115527951441,808.9115527951441,808.9115527951441,0.0,0.0,24267.346583854323,0.0,0.0,0.0,0.0,1.0,0.941386330555524,0.05861366944447599,5.29936336668967,22574.202357250204,1693.1442266041206,10.117841159701623,24267.346583854323
IQL,5,150,-15.157648418668048,-0.5052549472889349,30,0,0.9841666666666666,150,,,,,985.9099734455544,985.9099734455544,985.9099734455544,0.0,0.0,29577.299203366634,0.0,0.0,0.0,0.0,1.0,0.938245256736903,0.061754743263097045,5.473743724112389,27435.360074855922,2141.9391285107117,11.345992653744405,29577.299203366634
IQL,6,180,-3.992207933958508,-0.13307359779861694,30,0,0.981,180,,,,,816.7011724871346,816.7011724871346,816.7011724871346,0.0,0.0,24501.035174614037,0.0,0.0,0.0,0.0,1.0,0.9411288448883853,0.05887115511161467,5.808120089537831,23075.80694289918,1425.2282317148574,10.144456884654089,24501.035174614037
IQL,7,210,0.3889363217385713,0.012964544057952377,30,0,0.9778333333333333,210,,,,,938.514021761865,938.514021761865,938.514021761865,0.0,0.0,28155.42065285595,0.0,0.0,0.0,0.0,1.0,0.961909071082365,0.03809092891763499,3.950968729844136,27078.088138136973,1077.3325147189792,12.337493008260822,28155.42065285595
IQL,8,240,-8.757167471079757,-0.29190558236932523,30,0,0.9746666666666667,240,,,,,945.7387112245066,945.7387112245066,945.7387112245066,0.0,0.0,28372.161336735197,0.0,0.0,0.0,0.0,1.0,0.9387473777489378,0.061252622251062205,5.204867804954523,26584.528411934505,1787.6329248006916,12.327901292298455,28372.161336735197
IQL,9,270,-14.1415453402429,-0.4713848446747633,30,0,0.9715,270,,,,,1022.4953099105173,1022.4953099105173,1022.4953099105173,0.0,0.0,30674.85929731552,0.0,0.0,0.0,0.0,1.0,0.9472029097340257,0.052797090265974345,6.322777416092477,28678.630922546923,1996.228374768599,12.188540305010894,30674.85929731552
IQL,10,300,-17.297223648259667,-0.5765741216086556,30,0,0.9683333333333334,300,,,,,896.0862377526794,896.0862377526794,896.0862377526794,0.0,0.0,26882.587132580382,0.0,0.0,0.0,0.0,1.0,0.9171835372008889,0.08281646279911115,4.752078488879762,24508.85523211309,2373.7319004672936,10.212503151382462,26882.587132580382
IQL,11,330,-4.6799516482970756,-0.15599838827656917,30,0,0.9651666666666666,330,,,,,850.5739055017634,850.5739055017634,850.5739055017634,0.0,0.0,25517.2171650529,0.0,0.0,0.0,0.0,1.0,0.9471574474481816,0.052842552551818356,5.54552577986945,24021.721006680484,1495.4961583724191,11.189954807542462,25517.2171650529
IQL,12,360,-17.034892085428773,-0.5678297361809591,30,0,0.962,360,,,,,828.9224488447514,828.9224488447514,828.9224488447514,0.0,0.0,24867.673465342545,0.0,0.0,0.0,0.0,1.0,0.9079754538972846,0.09202454610271538,5.017674623835126,22059.806375040116,2807.8670903024286,9.963698221332628,24867.673465342545
IQL,13,390,-20.607205967749554,-0.6869068655916518,30,0,0.9588333333333333,390,,,,,946.462986291725,946.462986291725,946.462986291725,0.0,0.0,28393.88958875175,0.0,0.0,0.0,0.0,1.0,0.9235142174140808,0.0764857825859192,4.623036142023626,26028.504551751183,2365.385037000566,10.392592592592592,28393.88958875175
IQL,14,420,-9.4636886605211,-0.3154562886840367,30,0,0.9556666666666667,420,,,,,722.4405263528603,722.4405263528603,722.4405263528603,0.0,0.0,21673.215790585808,0.0,0.0,0.0,0.0,1.0,0.9211556259018503,0.0788443740981497,4.092576095382364,18772.446862534503,2900.768928051304,10.062878793306817,21673.215790585808
IQL,15,450,-17.499654470011304,-0.5833218156670434,30,0,0.9525,450,,,,,990.3253803334245,990.3253803334245,990.3253803334245,0.0,0.0,29709.761410002735,0.0,0.0,0.0,0.0,1.0,0.9450190632259664,0.054980936774033595,5.211605407293991,27488.015887614667,2221.7455223880675,11.320012291356251,29709.761410002735
IQL,16,480,-28.357383686728767,-0.9452461228909589,30,0,0.9493333333333334,480,,,,,923.3835990841943,923.3835990841943,923.3835990841943,0.0,0.0,27701.50797252583,0.0,0.0,0.0,0.0,1.0,0.902095999372078,0.09790400062792204,6.095793902873956,23735.4756057434,3966.032366782431,10.780969135802469,27701.50797252583
IQL,17,510,-26.806459871142557,-0.8935486623714186,30,11,0.9461666666666667,510,0.03282947838306427,,,,948.7784221279849,948.7784221279849,948.7784221279849,0.0,0.0,28463.352663839545,0.0,0.0,0.0,0.0,1.0,0.9227996512503389,0.07720034874966109,5.231146749198139,24618.177806032483,3845.174857807063,10.595717607415484,28463.352663839545
IQL,18,540,-32.670980228689714,-1.0890326742896572,30,30,0.9430000000000001,540,0.02554036322981119,,,,991.1931518003037,991.1931518003037,991.1931518003037,0.0,0.0,29735.79455400911,0.0,0.0,0.0,0.0,1.0,0.9222829811039486,0.07771701889605143,4.010271948716604,25072.098557505604,4663.695996503504,11.084993330975111,29735.79455400911
IQL,19,570,-12.227019365033573,-0.4075673121677858,30,30,0.9398333333333333,570,0.024915100447833537,,,,942.4106330400033,942.4106330400033,942.4106330400033,0.0,0.0,28272.3189912001,0.0,0.0,0.0,0.0,1.0,0.9437694075257573,0.05623059247424267,4.910163506015986,26115.351918619483,2156.9670725806177,11.878277153863895,28272.3189912001
IQL,20,600,-21.222478115851185,-0.7074159371950395,30,30,0.9366666666666666,600,0.023880104099710784,,,,809.5722122899068,809.5722122899068,809.5722122899068,0.0,0.0,24287.166368697206,0.0,0.0,0.0,0.0,1.0,0.8918075018715881,0.10819249812841192,4.868350713114345,20500.831843718504,3786.334524978703,9.938240532474902,24287.166368697206
IQL,21,630,0.5172580270179018,0.01724193423393006,30,30,0.9335,630,0.02575171006222566,,,,860.4458625032906,860.4458625032906,860.4458625032906,0.0,0.0,25813.375875098718,0.0,0.0,0.0,0.0,1.0,0.962376620978966,0.037623379021033965,4.255069830287832,24695.162105270123,1118.2137698285953,11.792669784255573,25813.375875098718
IQL,22,660,-5.752765624944328,-0.19175885416481095,30,30,0.9303333333333333,660,0.020241456323613724,,,,934.6139347965079,934.6139347965079,934.6139347965079,0.0,0.0,28038.41804389524,0.0,0.0,0.0,0.0,1.0,0.973269624313368,0.026730375686631946,4.174048269227943,26721.383875739826,1317.0341681554137,12.235313788414837,28038.41804389524
IQL,23,690,-14.587244167610166,-0.4862414722536722,30,30,0.9271666666666667,690,0.018153843563050033,,,,958.0245583228378,958.0245583228378,958.0245583228378,0.0,0.0,28740.736749685137,0.0,0.0,0.0,0.0,1.0,0.9403793071801221,0.05962069281987792,3.6497430946630325,27123.847137625227,1616.8896120599109,11.185239577741992,28740.736749685137
IQL,24,720,-14.058853811323917,-0.4686284603774639,30,30,0.924,720,0.02065297489364942,,,,1000.2712203490547,1000.2712203490547,1000.2712203490547,0.0,0.0,30008.13661047164,0.0,0.0,0.0,0.0,1.0,0.9587214736275832,0.0412785263724168,4.326274597662981,27889.57673106216,2118.5598794094803,11.74584863873178,30008.13661047164
IQL,25,750,-27.38318957698027,-0.9127729858993424,30,30,0.9208333333333334,750,0.021785038709640502,,,,1024.628944535177,1024.628944535177,1024.628944535177,0.0,0.0,30738.868336055308,0.0,0.0,0.0,0.0,1.0,0.917783538399502,0.082216461600498,3.6989250584030677,26973.89532120895,3764.9730148463555,12.010792437271464,30738.868336055308
IQL,26,780,-10.093172826487008,-0.3364390942162336,30,30,0.9176666666666666,780,0.025746428221464158,,,,837.5591065847298,837.5591065847298,837.5591065847298,0.0,0.0,25126.773197541894,0.0,0.0,0.0,0.0,1.0,0.9467692084322814,0.053230791567718594,3.6197827144710075,22410.744406930462,2716.0287906114336,10.989612677242272,25126.773197541894
IQL,27,810,-5.032850451760484,-0.16776168172534947,30,30,0.9145,810,0.02804133581618468,,,,930.9209128198056,930.9209128198056,930.9209128198056,0.0,0.0,27927.62738459417,0.0,0.0,0.0,0.0,1.0,0.9512471038121338,0.04875289618786616,4.915013526890702,26713.404682182307,1214.2227024118602,11.647538472613792,27927.62738459417
