algorithm,avg_cost_per_step,avg_fill_rate,avg_stockout_rate,avg_bullwhip_cv,avg_transport_per_step,avg_route_distance_per_step,routing_feasible_rate,runtime_sec
BaseStock,1984.761111111111,0.646810199912271,0.3531898000877291,8.098136231569553,0.0,0.0,1.0,0.026816844940185547
"(s,S)",2010.5055555555555,0.6194164742278052,0.3805835257721948,8.499774693268984,0.0,0.0,1.0,0.026586055755615234
BaseStock+Savings,2072.4689465996416,0.646810199912271,0.3531898000877291,8.098136231569553,87.70783548853018,87.70783548853018,1.0,0.03561854362487793
"(s,S)+Savings",2065.2352582174253,0.6194164742278052,0.3805835257721948,8.499774693268984,54.72970266186968,54.72970266186968,1.0,0.033434391021728516
BaseStock+Savings2Opt,2072.4689465996416,0.646810199912271,0.3531898000877291,8.098136231569553,87.70783548853018,87.70783548853018,1.0,0.035707712173461914
"(s,S)+Savings2Opt",2065.2352582174253,0.6194164742278052,0.3805835257721948,8.499774693268984,54.72970266186968,54.72970266186968,1.0,0.03955197334289551
BaseStock+NearestInsertion,2072.4689465996416,0.646810199912271,0.3531898000877291,8.098136231569553,87.70783548853018,87.70783548853018,1.0,0.04423356056213379
"(s,S)+NearestInsertion",2065.2352582174253,0.6194164742278052,0.3805835257721948,8.499774693268984,54.72970266186968,54.72970266186968,1.0,0.03356313705444336
BaseStock+GARouting,2072.4689465996416,0.646810199912271,0.3531898000877291,8.098136231569553,87.70783548853018,87.70783548853018,1.0,7.993513107299805
"(s,S)+GARouting",2065.2352582174253,0.6194164742278052,0.3805835257721948,8.499774693268984,54.72970266186968,54.72970266186968,1.0,4.424137353897095
GAInventory+Savings,1033.9373789171,0.9650073123966513,0.034992687603348616,3.92087652605753,208.8596011393221,208.8596011393221,1.0,0.7155461311340332
GAInventory+Savings2Opt,1033.9373789171,0.9650073123966513,0.034992687603348616,3.92087652605753,208.8596011393221,208.8596011393221,1.0,0.7205097675323486
ALNSInventory+Savings,882.2155265738551,0.96010487398016,0.03989512601983999,2.0129213020690053,213.3488599071883,213.3488599071883,1.0,0.2539839744567871
ALNSInventory+Savings2Opt,882.2155265738551,0.96010487398016,0.03989512601983999,2.0129213020690053,213.3488599071883,213.3488599071883,1.0,0.25092267990112305
ALNS-IRP,883.9526271685758,0.9616527176851739,0.03834728231482613,1.7750380140997384,216.09151605746456,216.09151605746456,1.0,1.0922908782958984
MILP,434.57222222222225,0.988061959645293,0.011938040354707025,1.5670668769810179,0.0,0.0,1.0,3.94191312789917
