algorithm,episode,global_step,episode_reward_sum,episode_reward_mean_per_step,episode_length,update_count,epsilon,buffer_size,loss,policy_loss,value_loss,entropy,avg_cost_per_step,avg_weighted_total_cost_per_step,avg_inventory_cost_per_step,avg_routing_cost_per_step,transport_weight,total_inventory_cost,total_transport,routing_cost,avg_transport_per_step,avg_route_distance_per_step,routing_feasible_rate,avg_fill_rate,avg_stockout_rate,avg_bullwhip_cv,total_holding,total_backlog,avg_pipeline,layer_0_backlog,layer_0_cost_per_step,layer_0_fill_rate,layer_0_holding,layer_1_backlog,layer_1_cost_per_step,layer_1_fill_rate,layer_1_holding,layer_2_backlog,layer_2_cost_per_step,layer_2_fill_rate,layer_2_holding,q_next_mean,q_reg,q_tot_mean,reward_mean,reward_std,target_clip_high,target_clip_low,target_mean,target_raw_mean,target_raw_std,target_std,td_loss,weighted_total_cost
MAPPO,11,330,-215.39689844877554,-7.179896614959185,30,1,,0,,-0.07183863843480746,15.005576833089192,6.2268958727518715,2995.659974451746,2995.659974451746,2995.659974451746,0.0,0.0,89869.79923355239,0.0,0.0,0.0,0.0,1.0,0.6448474568186295,0.35515254318137046,5.216386476336072,19932.076477766986,69937.7227557854,9.959856561770524,12453.869213546084,431.53863171315936,0.6616959083709528,492.2897378486952,57483.853542239325,1934.173828545186,0.4680388184289391,541.3613141162543,0.0,629.9475141934014,1.0,18898.42542580204,,,,,,,,,,,,,89869.79923355239
MAPPO,12,360,-201.69530031002947,-6.723176677000982,30,1,,0,,-0.07463836123545965,15.350351587931316,6.280022541681926,2836.7133290084107,2836.7133290084107,2836.7133290084107,0.0,0.0,85101.39987025232,0.0,0.0,0.0,0.0,1.0,0.6710769007592258,0.32892309924077423,6.137155265123754,23140.99993981338,61960.39993043895,10.409206906369976,20361.45043828225,812.120019479211,0.6298014833475056,4002.1501460940817,41027.573108610835,1396.0231687198932,0.5362193942383655,853.1219529859575,571.3763835458535,628.5701408093064,0.9741684472902581,18285.72784073334,,,,,,,,,,,,,85101.39987025232
MAPPO,13,390,-201.94948543268185,-6.731649514422728,30,1,,0,,-0.05963836734493574,6.6185219287872314,6.041743529284442,2792.358547903768,2792.358547903768,2792.358547903768,0.0,0.0,83770.75643711304,0.0,0.0,0.0,0.0,1.0,0.6457475121197804,0.35425248788021957,4.739717708634359,20966.99420412773,62803.76223298532,9.611130980992623,22841.513721425516,775.5450542855784,0.5579812239009908,424.83790714183783,39962.2485115598,1367.240359278507,0.5302412285984298,1054.9622667954009,0.0,649.5731343396833,1.0,19487.194030190498,,,,,,,,,,,,,83770.75643711304
MAPPO,14,420,-168.11930549955213,-5.603976849985071,30,1,,0,,-0.09130225901802382,5.63124483426412,6.2403672642178005,2337.4302883358973,2337.4302883358973,2337.4302883358973,0.0,0.0,70122.90865007692,0.0,0.0,0.0,0.0,1.0,0.7125291752031416,0.28747082479685837,3.9388465572194695,18120.940001899282,52001.968648177644,10.672958735603045,19327.13221718137,694.6503207636164,0.6665928984806972,1512.3774057271223,32674.83643099627,1124.3972864041782,0.5785625516620273,1057.0821611290773,0.0,518.382681168103,1.0,15551.48043504309,,,,,,,,,,,,,70122.90865007692
MAPPO,15,450,-200.8533709647353,-6.695112365491176,30,1,,0,,-0.12170897126197815,9.047540855407714,6.099691288559526,2807.995628488448,2807.995628488448,2807.995628488448,0.0,0.0,84239.86885465344,0.0,0.0,0.0,0.0,1.0,0.6576080936052541,0.3423919063947459,6.561637526746045,19298.06949254481,64941.799362108635,9.855289011301437,16164.14955270566,560.0399801202515,0.646614936650997,637.049850901886,48769.975898995755,1654.0014593599008,0.4935614147782725,850.0678818012678,7.673910407226522,593.9541890082959,0.9986188066221695,17810.95175984165,,,,,,,,,,,,,84239.86885465344
MAPPO,16,480,-215.42525199596167,-7.180841733198722,30,1,,0,,-0.08007163008054098,11.782554340362548,6.199414057201809,3049.734813272846,3049.734813272846,3049.734813272846,0.0,0.0,91492.04439818539,0.0,0.0,0.0,0.0,1.0,0.6635917138634952,0.33640828613650475,6.603422378401647,21446.352020607832,70045.69237757756,9.891468852244603,23658.679896103502,838.0635509379334,0.5984164595973045,1483.2266320344995,46377.80883525108,1567.132268022049,0.5305493199548392,636.1592054103917,9.20364622298706,644.5389943128642,0.9986007224594625,19326.96618316294,,,,,,,,,,,,,91492.04439818539
MAPPO,17,510,-180.07356519098343,-6.002452173032781,30,1,,0,,-0.08008441726366679,4.455521551767985,6.111262967851428,2497.1239800524036,2497.1239800524036,2497.1239800524036,0.0,0.0,74913.7194015721,0.0,0.0,0.0,0.0,1.0,0.6855842980075084,0.3144157019924916,5.863336462988981,21147.915698455396,53765.803703116704,10.248523831686567,17449.404508492036,595.3624225996462,0.657209238747905,411.4681694973464,34810.604508694254,1214.5147289665686,0.5589652976818799,1624.8373603028024,1505.794685930426,687.2468284861891,0.9509506216172756,19111.610168655247,,,,,,,,,,,,,74913.7194015721
MAPPO,18,540,-210.0272087647027,-7.000906958823423,30,1,,0,,-0.041512171179056166,3.7565818945566813,5.993690416547986,2935.5917911270867,2935.5917911270867,2935.5917911270867,0.0,0.0,88067.7537338126,0.0,0.0,0.0,0.0,1.0,0.6534645083966562,0.34653549160334385,5.475733921024183,22375.918040502533,65691.83569331007,10.180939519605364,23322.423200986905,838.5188089327513,0.59791074472437,1833.1410669956351,42113.057518477974,1434.5942779732575,0.5287937308402628,924.7708207197481,256.354973845196,662.478704221078,0.978794928289175,19618.006152787148,,,,,,,,,,,,,88067.7537338126
MAPPO,19,570,-163.58885342771723,-5.452961780923908,30,1,,0,,-0.0781406303246816,12.405258146921794,6.1878388281221754,2276.4576932256364,2276.4576932256364,2276.4576932256364,0.0,0.0,68293.73079676909,0.0,0.0,0.0,0.0,1.0,0.7186708028670704,0.2813291971329296,6.394326021971087,22826.29031550271,45467.440481266385,11.256347649624812,14175.024554272051,535.3344246343135,0.7106356640028887,1885.008184757351,31292.415926994327,1074.0501993077219,0.5717284065054755,929.0900522373305,0.0,667.0730692836008,1.0,20012.192078508026,,,,,,,,,,,,,68293.73079676909
MAPPO,20,600,-212.59818767088157,-7.0866062556960525,30,1,,0,,-0.0816255753238996,8.779941622416178,6.043512612802009,2942.011128656241,2942.011128656241,2942.011128656241,0.0,0.0,88260.33385968723,0.0,0.0,0.0,0.0,1.0,0.6356604471072692,0.3643395528927308,5.21165172236887,19560.79181886045,68699.54204082678,9.789210789555693,16081.243895590498,615.3219509151332,0.612210162174054,2378.4146318635,52175.19392070464,1757.340055555582,0.4729392573528562,545.0077459628233,443.1042245316391,569.3491221855255,0.9751471995322748,16637.369441034127,,,,,,,,,,,,,88260.33385968723
MAPPO,21,630,-199.76340669794553,-6.658780223264851,30,1,,0,,-0.041607809563477836,4.2575844645500185,6.131219712010137,2794.9138165453273,2794.9138165453273,2794.9138165453273,0.0,0.0,83847.41449635982,0.0,0.0,0.0,0.0,1.0,0.6687841977181165,0.3312158022818835,4.85344730169032,21076.042886678693,62771.37160968113,10.29951967625832,15901.452374699882,607.2312166533281,0.6584958745145676,2315.4841248999605,46792.937304237406,1600.9446836160741,0.506120555702463,1235.4032042448157,76.98193074384375,586.7379162759256,0.9925931065085755,17525.155557533923,,,,,,,,,,,,,83847.41449635982
MAPPO,22,660,-194.7021926577402,-6.49007308859134,30,1,,0,,-0.07405796969930331,7.981125052769979,6.1560473901254165,2755.4362681727894,2755.4362681727894,2755.4362681727894,0.0,0.0,82663.08804518369,0.0,0.0,0.0,0.0,1.0,0.6881492620403522,0.3118507379596478,4.889478578058962,21691.038353531403,60972.04969165228,10.200261542571532,14783.123437834334,541.761041681526,0.667258601596518,1469.7078126114457,46188.92625381795,1638.5483975506193,0.5436074599501034,2967.5256727006367,0.0,575.126828940644,1.0,17253.804868219322,,,,,,,,,,,,,82663.08804518369
MAPPO,23,690,-199.502372711573,-6.650079090385767,30,1,,0,,-0.026819380869468053,7.049041962623596,6.079875476272019,2814.2758651595063,2814.2758651595063,2814.2758651595063,0.0,0.0,84428.27595478519,0.0,0.0,0.0,0.0,1.0,0.6837176142722091,0.3162823857277909,4.696055297993707,21297.45718659934,63130.81876818585,10.71862159347483,14662.192961067416,542.1196871585518,0.6831590928068355,1601.397653689137,48461.52620300748,1666.373721826384,0.5295822003707022,1529.6854517840432,7.099604110952079,605.7824561745705,0.9987331184669963,18166.37408112616,,,,,,,,,,,,,84428.27595478519
MAPPO,24,720,-183.46685479285063,-6.115561826428354,30,1,,0,,-0.05480191968381405,3.903733189900716,6.003113449944391,2528.121637016557,2528.121637016557,2528.121637016557,0.0,0.0,75843.64911049671,0.0,0.0,0.0,0.0,1.0,0.6535508207380036,0.34644917926199637,4.743579567694296,20548.838329159036,55294.81078133767,9.114936826916534,21288.275766764007,741.6789229672892,0.5686666388076705,962.0919222546701,33308.893622709504,1154.8956187376978,0.5465973709271325,1337.9749394214336,697.6413918641653,631.5470953115699,0.9656885866368307,18248.771467482933,,,,,,,,,,,,,75843.64911049671
MAPPO,25,750,-187.71038722029905,-6.257012907343301,30,1,,0,,-0.07407066424687704,5.147071433067322,6.062456415317678,2692.212180564614,2692.212180564614,2692.212180564614,0.0,0.0,80766.36541693841,0.0,0.0,0.0,0.0,1.0,0.7134279090040417,0.28657209099595826,4.049620984357562,19560.402794943147,61205.962621995255,9.725193443168274,15392.454753520415,546.2757668231295,0.7047453933179784,995.8182511734717,45558.825251881484,1637.2439145080211,0.5610097152549579,3558.4921833591497,254.68261659333743,508.6924992334624,0.97667645875668,15006.092360410534,,,,,,,,,,,,,80766.36541693841
MAPPO,26,780,-161.62913592253403,-5.387637864084468,30,1,,0,,-0.07440988818804423,15.419369506835938,6.18431047686824,2291.0043153874244,2291.0043153874244,2291.0043153874244,0.0,0.0,68730.12946162274,0.0,0.0,0.0,0.0,1.0,0.7492055178809066,0.2507944821190934,3.833808719221136,19461.086650520985,49269.04281110176,11.620000953472733,9806.709744748126,389.9870997665834,0.7679539734209516,1892.903248249376,39462.333066353625,1411.7799735201997,0.5929482422078141,2891.066139252366,0.0,489.23724210064137,1.0,14677.117263019241,,,,,,,,,,,,,68730.12946162274
MAPPO,27,810,-187.6886629379453,-6.256288764598177,30,1,,0,,-0.11980955724914868,2.942451624075572,6.057231963122332,2611.1060435007716,2611.1060435007716,2611.1060435007716,0.0,0.0,78333.18130502314,0.0,0.0,0.0,0.0,1.0,0.6691180593217348,0.33088194067826515,6.289585686149305,20522.448849575943,57810.73245544721,9.560744545116902,14299.435465909548,497.0637984848688,0.6457099498009021,612.4784886365169,43511.29698953765,1481.3101639822125,0.5124368805708673,928.0079299287244,0.0,632.7320810336903,1.0,18981.96243101071,,,,,,,,,,,,,78333.18130502314
MAPPO,28,840,-182.61598757915644,-6.087199585971882,30,1,,0,,-0.08229735791683197,5.970717191696167,6.04980040832802,2537.3481087998584,2537.3481087998584,2537.3481087998584,0.0,0.0,76120.44326399575,0.0,0.0,0.0,0.0,1.0,0.6899768757307359,0.31002312426926415,4.723662592581921,19643.074500037244,56477.368763958504,10.909397185857701,13932.149579390578,508.8399813062479,0.703713020990369,1333.0498597968601,41055.65656299155,1433.4600442618648,0.5511065949980297,1948.1447648643928,1489.5626215763716,595.0480832317454,0.93160434343048,16361.87987537599,,,,,,,,,,,,,76120.44326399575
MAPPO,29,870,-199.7532538501894,-6.658441795006313,30,1,,0,,-0.06403590266903242,5.955959367752075,6.215752525682802,2710.206644634926,2710.206644634926,2710.206644634926,0.0,0.0,81306.19933904777,0.0,0.0,0.0,0.0,1.0,0.6208805295386206,0.3791194704613794,4.810986876765533,18030.916790301948,63275.282548745825,9.178962551499506,26289.047600169564,906.7021155630918,0.5330826006788593,912.0158667231871,35491.48431106741,1215.2609193954665,0.5103374290671248,966.3432707965851,1494.7506375088433,588.2436096763674,0.9471417441862242,16152.557652782181,,,,,,,,,,,,,81306.19933904777
MAPPO,30,900,-197.9049106301365,-6.596830354337883,30,1,,0,,-0.03255856186151505,15.999935404459636,6.1656849366647215,2807.494712433572,2807.494712433572,2807.494712433572,0.0,0.0,84224.84137300716,0.0,0.0,0.0,0.0,1.0,0.6850193047133796,0.3149806952866204,4.841558181260059,21938.137146490742,62286.70422651642,10.145100319917704,16333.430402163052,594.1302400961357,0.6685543877262152,1490.4768007210182,45953.27382435335,1584.5115651655522,0.5358034592043547,1582.073130613215,0.0,628.8529071718839,1.0,18865.587215156516,,,,,,,,,,,,,84224.84137300716
MAPPO,31,930,-216.90362127949913,-7.230120709316638,30,1,,0,,-0.11049945627649625,5.855425834655762,6.168609982949716,3032.2750870183067,3032.2750870183067,3032.2750870183067,0.0,0.0,90968.2526105492,0.0,0.0,0.0,0.0,1.0,0.6354020192590558,0.3645979807409442,6.133318240558835,21306.04514345583,69662.20746709337,9.395401024219668,24453.382987237084,859.1836883216481,0.576406788937868,1322.1276624123605,44920.77672261174,1540.6888407190017,0.4989952928796954,1299.8884989583078,288.04775724453134,632.4025579776567,0.9818201906580034,18684.02898208517,,,,,,,,,,,,,90968.2526105492
MAPPO,32,960,-170.50538524044342,-5.683512841348114,30,1,,0,,-0.07350957989692689,2.5443444808324176,6.152855194939508,2356.161008521437,2356.161008521437,2356.161008521437,0.0,0.0,70684.83025564312,0.0,0.0,0.0,0.0,1.0,0.6832003820067912,0.31679961799320877,5.136013162440096,20257.771089383303,50427.05916625981,9.88537975618318,22168.025093140084,774.4122263617814,0.6168450456224003,1064.3416977133593,27362.14205246245,946.9078406708462,0.5812296838747982,1045.093167662937,896.8920206572725,634.8409414888096,0.9513001037353946,18148.336224007013,,,,,,,,,,,,,70684.83025564312
MAPPO,33,990,-152.46843839703376,-5.082281279901125,30,1,,0,,-0.059131735811630885,7.034278265635172,6.235360122610023,2115.932263352014,2115.932263352014,2115.932263352014,0.0,0.0,63477.96790056042,0.0,0.0,0.0,0.0,1.0,0.7204570785862024,0.27954292141379755,6.1438869009996955,20945.00655441686,42532.96134614356,10.346348807261926,11504.115056744617,427.12733585531623,0.742650991739652,1309.7050189148708,31020.91635161583,1060.3995554965438,0.5465736158198398,791.0703132804898,7.929937783096843,628.4053720001532,0.998601421907743,18844.231222221497,,,,,,,,,,,,,63477.96790056042
MAPPO,34,1020,-221.74497707125954,-7.391499235708651,30,1,,0,,-0.035891422132651014,8.567342805862427,6.207598753328677,3078.5912034761054,3078.5912034761054,3078.5912034761054,0.0,0.0,92357.73610428316,0.0,0.0,0.0,0.0,1.0,0.624244183193455,0.375755816806545,6.047713536826532,18260.637184858908,74097.09891942426,9.451692425429217,18880.99762333872,724.7887832594987,0.6252970689657867,2862.665874446241,54683.07812368909,1840.3778184401722,0.4379761719878034,528.2564295160754,533.0231723964442,513.4246017764343,0.9748102199786031,14869.714880896585,,,,,,,,,,,,,92357.73610428316
MAPPO,35,1050,-199.08154393300865,-6.6360514644336215,30,1,,0,,-0.062352823962767916,6.2926172892252605,6.163494904836019,2775.2958545630286,2775.2958545630286,2775.2958545630286,0.0,0.0,83258.87563689085,0.0,0.0,0.0,0.0,1.0,0.6735992873369394,0.3264007126630606,4.1143569326195015,22210.54885665509,61048.326780235766,10.792484345317648,27932.760355842045,953.5893491485352,0.5940548310208185,674.9201186140132,32872.529511762565,1125.19042004638,0.5808703428914527,883.1830896288395,243.0369126311398,696.5160853681125,0.9794619634032067,20652.445648412235,,,,,,,,,,,,,83258.87563689085
MAPPO,36,1080,-185.21871102637488,-6.173957034212496,30,1,,0,,-0.07689968049526215,2.400930730501811,6.192720854723896,2550.1545068113364,2550.1545068113364,2550.1545068113364,0.0,0.0,76504.6352043401,0.0,0.0,0.0,0.0,1.0,0.6598795075375198,0.3401204924624802,6.0243920907731505,20023.445282942324,56481.18992139778,9.724947027544738,14251.083883952693,482.9481726201197,0.6218942190255426,237.36129465089826,41557.64184263789,1480.1644504258852,0.5192369701442034,2847.291670138672,672.4641948071949,587.0418837653316,0.9706012681304708,16938.79231815275,,,,,,,,,,,,,76504.6352043401
MAPPO,37,1110,-208.62879878839274,-6.954293292946425,30,1,,0,,-0.06977100695172946,1.8996511061986288,5.947799149265995,2900.490344628861,2900.490344628861,2900.490344628861,0.0,0.0,87014.71033886583,0.0,0.0,0.0,0.0,1.0,0.6542456457367333,0.3457543542632667,4.26438053769868,18878.077408698056,68136.63293016778,10.047617665801557,27970.0924738579,965.1152210603511,0.5698245164716759,983.364157952635,40166.54045630986,1359.4065632567497,0.531380918997026,615.656441392629,0.0,575.9685603117597,1.0,17279.05680935279,,,,,,,,,,,,,87014.71033886583
MAPPO,38,1140,-194.65271799586256,-6.488423933195419,30,1,,0,,-0.09194887901345888,5.624948024749756,6.215150912602742,2749.993816545625,2749.993816545625,2749.993816545625,0.0,0.0,82499.81449636875,0.0,0.0,0.0,0.0,1.0,0.6801070932373282,0.3198929067626718,5.602352716933179,19194.40244447618,63305.41205189258,9.562975857498879,14338.384243669598,518.9615219408711,0.6752903071322198,1230.4614145565336,47380.08089975129,1602.8290282706487,0.5357530028071424,704.7899483681736,1586.9469084716907,628.2032663341056,0.9368546891244021,17259.151081551478,,,,,,,,,,,,,82499.81449636875
MAPPO,39,1170,-167.94210842461197,-5.598070280820399,30,1,,0,,-0.057887087514003115,7.954744561513265,6.1130429727059825,2361.704306628596,2361.704306628596,2361.704306628596,0.0,0.0,70851.12919885787,0.0,0.0,0.0,0.0,1.0,0.71432452235955,0.28567547764045,5.162933792020137,22245.336250516593,48605.79294834128,10.258442241482104,17659.787895835452,654.0461287037979,0.6702525704438131,1961.5959652784848,30946.005052505825,1061.7145404987355,0.578966204759954,905.4311624562399,0.0,645.9436374260623,1.0,19378.30912278187,,,,,,,,,,,,,70851.12919885787
MAPPO,40,1200,-198.6511686655391,-6.621705622184637,30,1,,0,,-0.08849542538324992,5.054570472240448,6.157204908794828,2811.8683725532383,2811.8683725532383,2811.8683725532383,0.0,0.0,84356.05117659715,0.0,0.0,0.0,0.0,1.0,0.6862838024094036,0.31371619759059644,4.421612007559763,24328.51891992581,60027.53225667134,10.620516082503475,17705.53319598877,668.945919821723,0.6463806060077157,2362.8443986629227,41585.13492937641,1452.7313870707587,0.5720452224922012,1996.806682746358,736.864131306159,690.1910656607562,0.9604112773381607,19968.867838516526,,,,,,,,,,,,,84356.05117659715
MAPPO,41,1230,-184.30682822869306,-6.143560940956435,30,1,,0,,-0.052979634453852974,3.720014786720276,6.176926987259476,2571.599111839119,2571.599111839119,2571.599111839119,0.0,0.0,77147.97335517357,0.0,0.0,0.0,0.0,1.0,0.6784379011261178,0.3215620988738822,5.810900873894486,19250.26259107709,57897.71076409648,9.885090719933578,22964.12450412389,783.461089072173,0.6062731322217325,539.7081680412981,34930.92277289402,1217.0526499638386,0.5625386720074818,1580.6567260211345,2.6634870785693536,571.0853728031076,0.9995200924182758,17129.897697014658,,,,,,,,,,,,,77147.97335517357
MAPPO,42,1260,-166.5058567574907,-5.5501952252496904,30,1,,0,,-0.05915075366695722,3.3194289286931355,6.171161890029906,2351.992619285019,2351.992619285019,2351.992619285019,0.0,0.0,70559.77857855057,0.0,0.0,0.0,0.0,1.0,0.7323171092300169,0.2676828907699831,6.563418870556316,20261.111808029495,50298.66677052107,11.070143680722405,19398.79789193231,688.2354618636583,0.6804618036503348,1248.2659639774374,30899.86887858875,1094.1532782148774,0.6186051983108185,1924.7294678575672,0.0,569.6038792064828,1.0,17088.116376194484,,,,,,,,,,,,,70559.77857855057
MAPPO,43,1290,-192.58751005528302,-6.419583668509434,30,1,,0,,-0.08920800412694613,9.930779457092285,6.1805984638355405,2649.718168255577,2649.718168255577,2649.718168255577,0.0,0.0,79491.54504766731,0.0,0.0,0.0,0.0,1.0,0.646928323916995,0.35307167608300505,5.3709598190636445,17425.064311738366,62066.48073592894,9.438279533068858,23250.416705366435,794.1185202385082,0.578588902263506,573.1389017888113,36137.14232075279,1225.844668552897,0.5324486214650911,638.1977358341194,2678.921709809702,629.7549794641712,0.9284396500889968,16213.727674115435,,,,,,,,,,,,,79491.54504766731
MAPPO,44,1320,-171.4081771242091,-5.713605904140303,30,1,,0,,-0.07407353818416595,6.11393224398295,5.892070040879426,2397.5492114190406,2397.5492114190406,2397.5492114190406,0.0,0.0,71926.47634257122,0.0,0.0,0.0,0.0,1.0,0.7047999049661484,0.2952000950338516,3.929895255388995,19983.356778169025,51943.119564402194,10.42709875794384,11240.54626980994,406.7465008804418,0.7126367169685717,961.8487566033126,40671.21705779367,1382.0070323419848,0.5436431186595474,788.9939124658727,31.356236798592356,608.7956781966144,0.9944697995064212,18232.51410909984,,,,,,,,,,,,,71926.47634257122
MAPPO,45,1350,-201.69913663190414,-6.723304554396805,30,1,,0,,-0.031990369160970054,3.5295293807983397,6.062029999273794,2865.9662012409785,2865.9662012409785,2865.9662012409785,0.0,0.0,85978.98603722936,0.0,0.0,0.0,0.0,1.0,0.6837680294927105,0.31623197050728946,4.676331786729808,21098.105922313865,64880.8801149155,10.484810423041946,17644.027153870884,703.8456512831505,0.6953532144688487,3471.3423846236283,46922.80012837816,1600.8126550495542,0.5131312153158745,1101.5795231084644,314.05283266645756,561.3078949082743,0.9817956178690015,16525.184014581773,,,,,,,,,,,,,85978.98603722936
