algorithm,episode,global_step,episode_reward_sum,episode_reward_mean_per_step,episode_length,update_count,epsilon,buffer_size,loss,policy_loss,value_loss,entropy,avg_cost_per_step,avg_weighted_total_cost_per_step,avg_inventory_cost_per_step,avg_routing_cost_per_step,transport_weight,total_inventory_cost,total_transport,routing_cost,avg_transport_per_step,avg_route_distance_per_step,routing_feasible_rate,avg_fill_rate,avg_stockout_rate,avg_bullwhip_cv,total_holding,total_backlog,avg_pipeline,layer_0_backlog,layer_0_cost_per_step,layer_0_fill_rate,layer_0_holding,layer_1_backlog,layer_1_cost_per_step,layer_1_fill_rate,layer_1_holding,layer_2_backlog,layer_2_cost_per_step,layer_2_fill_rate,layer_2_holding,q_next_mean,q_reg,q_tot_mean,reward_mean,reward_std,target_clip_high,target_clip_low,target_mean,target_raw_mean,target_raw_std,target_std,td_loss,weighted_total_cost
MAPPO,46,1380,-168.3353621893207,-5.611178739644023,30,1,,0,,-0.08792525827884674,3.212648165225983,6.001595076808223,2352.459557723479,2352.459557723479,2352.459557723479,0.0,0.0,70573.78673170437,0.0,0.0,0.0,0.0,1.0,0.7105435153681657,0.28945648463183427,4.8301933910634665,22429.272012283822,48144.51471942054,10.991488299708916,11170.996799665052,392.1887466517801,0.6941565219680457,594.6655998883507,35742.09506597307,1266.968258535742,0.5875213754013956,2266.952690099193,1231.4228537824154,693.3025525359566,0.9531204469830118,19567.65372229628,,,,,,,,,,,,,70573.78673170437
MAPPO,47,1410,-223.8971089535943,-7.46323696511981,30,1,,0,,-0.048149923731883364,9.486655044555665,5.9582293987274175,3132.127921387922,3132.127921387922,3132.127921387922,0.0,0.0,93963.83764163766,0.0,0.0,0.0,0.0,1.0,0.6453162384001662,0.35468376159983384,4.076272244891865,21750.904287672187,72212.93335396546,10.299146341517536,18997.099669302435,676.9155408578861,0.6440354652589151,1310.3665564341454,51269.36990031764,1722.0212931913672,0.5083096819122177,391.2688954233804,1946.4637843453934,733.1910873386682,0.933090458326296,20049.268835814655,,,,,,,,,,,,,93963.83764163766
MAPPO,48,1440,-186.66763080751485,-6.222254360250495,30,1,,0,,-0.08920391649007797,5.469035569826762,5.93431715965271,2609.6837749787724,2609.6837749787724,2609.6837749787724,0.0,0.0,78290.51324936317,0.0,0.0,0.0,0.0,1.0,0.6848124118562244,0.31518758814377557,6.040465787563836,21420.289687810397,56870.22356155277,10.375813205600501,14006.897451348781,472.1954422821681,0.6488193028233007,158.96581711626064,41720.43976381392,1416.709663944305,0.5629016435308215,780.8501545152344,1142.8863463900584,720.7786687522988,0.9574643622834346,20480.473716178905,,,,,,,,,,,,,78290.51324936317
MAPPO,49,1470,-221.5795320836603,-7.385984402788677,30,1,,0,,-0.05097691267728806,9.514230791727702,6.115896645298711,3132.0779839953348,3132.0779839953348,3132.0779839953348,0.0,0.0,93962.33951986005,0.0,0.0,0.0,0.0,1.0,0.6553807869824383,0.3446192130175617,4.458764532970864,19141.501680763227,74820.83783909681,9.971404840947821,27141.780233539892,990.0680103795507,0.5927305010674777,2560.260077846631,46658.063949531585,1580.7403776260383,0.5331032558547193,764.1473792495577,1020.9936560253474,561.2695959897463,0.9675531348141738,15817.094223667042,,,,,,,,,,,,,93962.33951986005
MAPPO,50,1500,-192.29812147491407,-6.4099373824971355,30,1,,0,,-0.06997646217544874,4.72027260462443,5.774437586466471,2665.875951821496,2665.875951821496,2665.875951821496,0.0,0.0,79976.27855464489,0.0,0.0,0.0,0.0,1.0,0.6657446649790906,0.3342553350209094,5.119870070618801,21401.733043914912,58574.54551072998,10.49049009102253,20360.21918567875,700.9652971412778,0.5910070723764785,668.7397285595849,37185.58260473254,1281.8615271062,0.5716924012655252,1270.2632084534582,1028.7437203186996,683.0491275740193,0.9595285566983289,19462.73010690188,,,,,,,,,,,,,79976.27855464489
MAPPO,51,1530,-189.37398271342198,-6.3124660904473995,30,1,,0,,-0.0533222441871961,1.9366609096527099,5.946253485149808,2642.5543773646928,2642.5543773646928,2642.5543773646928,0.0,0.0,79276.63132094078,0.0,0.0,0.0,0.0,1.0,0.6648704508468516,0.3351295491531484,5.632390688198765,20698.21595863005,58578.41536231073,9.691024105897695,15002.705560670543,513.020247140913,0.6332827101003107,387.90185355684775,43118.91046315148,1474.6743307080187,0.5247528918510195,1121.3194580890868,456.79933848869507,654.8597995157604,0.974293630424841,19188.99464698412,,,,,,,,,,,,,79276.63132094078
MAPPO,52,1560,-166.081670467994,-5.536055682266467,30,1,,0,,-0.04394336069623629,1.384665709733963,5.915283296726368,2311.318973918553,2311.318973918553,2311.318973918553,0.0,0.0,69339.5692175566,0.0,0.0,0.0,0.0,1.0,0.7066127315661241,0.29338726843387586,6.50344098784862,20207.277966982314,49132.29125057428,10.475511848157367,20308.064828680217,717.9806590524541,0.6728519725046572,1231.3549428934068,28666.191199515724,987.9114779110313,0.5767456757579644,971.1531378152135,158.03522237833133,605.4268369550676,0.9852776424740771,18004.769886273698,,,,,,,,,,,,,69339.5692175566
MAPPO,53,1590,-171.76352403876953,-5.725450801292317,30,1,,0,,-0.07096709286173185,1.7458251436551413,5.870744502102887,2370.3290863103107,2370.3290863103107,2370.3290863103107,0.0,0.0,71109.87258930932,0.0,0.0,0.0,0.0,1.0,0.6941468837131815,0.30585311628681855,5.523232694200761,21181.342645105127,49928.5299442042,10.98756855404262,17916.0,600.3666666666667,0.6318189116690647,95.0,32005.998979776487,1125.327684430449,0.5798986571899897,1753.8315531369806,6.5309644277045535,644.6347352131946,0.9988614078752258,19332.511091968136,,,,,,,,,,,,,71109.87258930932
MAPPO,54,1620,-170.72550589930088,-5.690850196643363,30,1,,0,,-0.06525983586907387,1.8661938468615213,5.939778020646838,2392.9959861453017,2392.9959861453017,2392.9959861453017,0.0,0.0,71789.87958435905,0.0,0.0,0.0,0.0,1.0,0.7154343006077098,0.28456569939229015,4.756167943599755,23492.806998908993,48297.072585450056,10.924226642120741,18465.019217223784,657.9008540988349,0.6810980370021094,1272.0064057412628,29524.347002136605,1035.8964579079807,0.5944503693931985,1552.5467351028149,307.7063660896639,699.1986741384859,0.9822881844937695,20668.253858064912,,,,,,,,,,,,,71789.87958435905
MAPPO,55,1650,-197.96869225488786,-6.598956408496262,30,1,,0,,-0.06140712151924769,3.0837515354156495,6.0294167960131615,2740.5190572176243,2740.5190572176243,2740.5190572176243,0.0,0.0,82215.57171652874,0.0,0.0,0.0,0.0,1.0,0.6580975370383283,0.3419024629616717,4.76457189771019,19987.372058741323,62228.19965778741,10.064162676860434,22953.089729988827,784.1706546661701,0.5749979266174235,572.029909996276,39094.270024097124,1357.402457090301,0.5468741070150437,1627.8036886118998,180.8399037014704,598.9459454611539,0.9825320011001513,17787.538460133146,,,,,,,,,,,,,82215.57171652874
MAPPO,56,1680,-142.99195622437387,-4.766398540812462,30,1,,0,,-0.07712410539388656,2.4377190589904787,5.883800889827587,1966.9866827375415,1966.9866827375415,1966.9866827375415,0.0,0.0,59009.60048212625,0.0,0.0,0.0,0.0,1.0,0.7347517822157041,0.26524821778429586,6.1053822422506,21790.23804153816,37219.362440588084,11.395594537599756,12981.204622452504,469.8757609978891,0.7486012017204159,1115.0682074841689,23562.34081981113,820.0367871941322,0.597118126183539,1038.7627960128366,675.8169983244491,677.07413454552,0.9674764284972015,19636.40703804115,,,,,,,,,,,,,59009.60048212625
MAPPO,57,1710,-147.3709484197644,-4.9123649473254805,30,1,,0,,-0.05698351114988327,5.438601597150167,5.903099134233261,2077.302584311473,2077.302584311473,2077.302584311473,0.0,0.0,62319.077529344184,0.0,0.0,0.0,0.0,1.0,0.7572338019995588,0.2427661980004412,6.073330348317516,22568.7723216626,39750.30520768158,11.444366378298321,13520.47648012533,476.34339911668127,0.7166510294713927,769.8254933751082,26229.828727556247,923.8150885695749,0.6430210452267342,1484.6239295309995,0.0,677.1440966252164,1.0,20314.322898756494,,,,,,,,,,,,,62319.077529344184
MAPPO,58,1740,-172.8680840636195,-5.762269468787317,30,1,,0,,-0.0794389709830284,2.6630348722139994,5.831680852395517,2498.5762826267496,2498.5762826267496,2498.5762826267496,0.0,0.0,74957.28847880248,0.0,0.0,0.0,0.0,1.0,0.7477939345598723,0.2522060654401277,6.188934808469112,24156.33580422771,50800.95267457477,11.396518383111278,16347.484968771494,585.4882208342885,0.7205752049118256,1217.161656257163,34453.46770580328,1191.6694230042237,0.6304818413304069,1296.6149843234334,0.0,721.4186387882371,1.0,21642.559163647114,,,,,,,,,,,,,74957.28847880248
MAPPO,59,1770,-139.67427729254226,-4.655809243084742,30,1,,0,,-0.09609700739383698,1.0163324693838756,5.852009614308674,1966.8977758536835,1966.8977758536835,1966.8977758536835,0.0,0.0,59006.93327561051,0.0,0.0,0.0,0.0,1.0,0.7665426399287283,0.2334573600712717,4.58299025464115,21170.455152309885,37836.47812330062,11.700171962246033,8992.645429769034,338.6731302119571,0.7913133206338547,1167.5484765896776,28720.902849343187,992.1829784319157,0.6267540980268366,1044.586503614282,122.92984418841189,636.0416672098112,0.9854841632923854,18958.320172105923,,,,,,,,,,,,,59006.93327561051
MAPPO,60,1800,-175.19175315670367,-5.839725105223455,30,1,,0,,-0.049428603053092955,2.8541953722635904,5.5515628125932475,2492.129994162992,2492.129994162992,2492.129994162992,0.0,0.0,74763.89982488976,0.0,0.0,0.0,0.0,1.0,0.7349928773651365,0.2650071226348635,5.484325827287757,22499.23120971134,52264.66861517842,11.340244414266218,18223.818025660643,629.1474678071397,0.6308870430687156,650.6060085535496,34040.85058951778,1224.4093692684435,0.6676465273721407,2691.4304885355227,0.0,638.573157087409,1.0,19157.19471262227,,,,,,,,,,,,,74763.89982488976
MAPPO,61,1830,-152.0796804685527,-5.06932268228509,30,1,,0,,-0.10140337720513344,3.9074954827626547,5.6371173593733035,2150.1327768074434,2150.1327768074434,2150.1327768074434,0.0,0.0,64503.9833042233,0.0,0.0,0.0,0.0,1.0,0.7591980516901299,0.24080194830987012,5.10014043943471,21230.101893148472,43273.88141107483,11.749608593922106,9717.108977819953,351.9048434586646,0.7579274122381501,840.0363259399844,33556.77243325488,1165.2738376753407,0.6220359682507971,1401.442697005341,0.0,632.9540956734384,1.0,18988.62287020315,,,,,,,,,,,,,64503.9833042233
MAPPO,62,1860,-136.3496666404792,-4.544988888015974,30,1,,0,,-0.04774424533049266,2.6988379140694936,5.813095940483941,1878.3045299873222,1878.3045299873222,1878.3045299873222,0.0,0.0,56349.135899619665,0.0,0.0,0.0,0.0,1.0,0.7483372024225526,0.25166279757744736,4.341591264741236,22524.306596387232,33824.829303232436,11.600763717054395,7011.587590573719,280.19278180327643,0.7401370528227089,1394.1958635245735,26805.11773659053,926.6253196148795,0.6140495587322989,993.6418518558514,8.123976068189585,671.4864285691666,0.9985939812966097,20136.468881006807,,,,,,,,,,,,,56349.135899619665
MAPPO,63,1890,-166.89456096158662,-5.563152032052887,30,1,,0,,-0.04385566848019759,4.509943962097168,5.7146786486661,2376.3527008387946,2376.3527008387946,2376.3527008387946,0.0,0.0,71290.58102516383,0.0,0.0,0.0,0.0,1.0,0.7451344834265708,0.25486551657342915,5.982425628670106,23186.38675657615,48104.19426858768,12.348280195669414,11098.812676950234,397.7472300866771,0.7619651259419651,833.604225650078,36996.46188243523,1263.6688109627285,0.6048868027343329,913.6024464466248,8.919709202204182,714.9366597893883,0.998346364626955,21439.180084479445,,,,,,,,,,,,,71290.58102516383
MAPPO,64,1920,-114.21149714248573,-3.8070499047495243,30,1,,0,,-0.04570023044943809,3.5308921138445535,5.643154998178835,1606.124315828702,1606.124315828702,1606.124315828702,0.0,0.0,48183.72947486106,0.0,0.0,0.0,0.0,1.0,0.7957392225173402,0.2042607774826598,6.034908173974629,24539.2852123002,23644.444262560857,11.721587509121548,10026.573871410754,355.79217206270016,0.7466283019666071,647.1912904702505,13617.870391150105,512.9918483092367,0.712084242469869,1771.8850581269985,0.0,737.3402954567651,1.0,22120.208863702956,,,,,,,,,,,,,48183.72947486106
MAPPO,65,1950,-139.9064937052516,-4.663549790175053,30,1,,0,,-0.09046100601553916,4.738922333717346,5.750809471695512,1925.1689740345842,1925.1689740345842,1925.1689740345842,0.0,0.0,57755.06922103753,0.0,0.0,0.0,0.0,1.0,0.7407121985627151,0.2592878014372849,4.556901527723119,19974.34404212297,37780.72517891455,10.994434563561354,14573.389557337248,508.406202548322,0.7044904185775224,678.7965191124139,22508.93791290593,787.0621015303245,0.6355659108849805,1102.9251330038057,698.397708671374,629.7006699559374,0.9606893560802471,18192.62239000675,,,,,,,,,,,,,57755.06922103753
MAPPO,66,1980,-161.98080897213225,-5.399360299071075,30,1,,0,,-0.049178866545359294,4.450003417332967,6.045987524809662,2295.3860795699347,2295.3860795699347,2295.3860795699347,0.0,0.0,68861.58238709804,0.0,0.0,0.0,0.0,1.0,0.7426707435471492,0.25732925645285076,5.6303727392890295,24734.435928077513,44127.14645902052,11.498643894512718,21183.837181546907,717.5372080687515,0.6664776422112996,342.27906051563525,22943.309277473618,916.1279540651103,0.6574402630968531,4540.529344479691,0.0,661.7209174360729,1.0,19851.62752308219,,,,,,,,,,,,,68861.58238709804
MAPPO,67,2010,-173.0943075245891,-5.769810250819637,30,1,,0,,-0.09489670594533285,3.7662012656529744,5.663837930891249,2434.7590202641386,2434.7590202641386,2434.7590202641386,0.0,0.0,73042.77060792416,0.0,0.0,0.0,0.0,1.0,0.7183109754047988,0.2816890245952012,4.777872779156566,20402.30517982636,52640.4654280978,11.169813958794172,21151.601938994023,746.1045306219565,0.6946803653353988,1231.5339796646729,30538.60872702363,1043.7085583124067,0.5947841035916991,772.6480223485653,950.2547620801489,644.9459313297756,0.9660117934573069,18398.12317781312,,,,,,,,,,,,,73042.77060792416
MAPPO,68,2040,-181.30457050757968,-6.043485683585989,30,1,,0,,-0.07099723542730013,4.635237296422322,5.53653143511878,2527.5522480954255,2527.5522480954255,2527.5522480954255,0.0,0.0,75826.56744286277,0.0,0.0,0.0,0.0,1.0,0.6942766254449796,0.3057233745550204,4.142878426803671,20952.564249839525,54874.00319302324,10.694927805050273,22482.520709581182,756.2898093147193,0.6229699060206185,206.17356986039516,32391.48248344206,1113.865981820344,0.5870251206539693,1024.496971168252,0.0,657.3964569603625,1.0,19721.893708810872,,,,,,,,,,,,,75826.56744286277
MAPPO,69,2070,-168.37677769570763,-5.612559256523587,30,1,,0,,-0.10067262897888819,1.7570131778717042,5.731362806426153,2349.643946714951,2349.643946714951,2349.643946714951,0.0,0.0,70489.31840144853,0.0,0.0,0.0,0.0,1.0,0.7166010373832399,0.2833989626167601,5.068713235008618,18743.080374779187,51746.23802666934,11.263200885380977,16660.06123139222,565.0804991729876,0.669710157845021,292.3537437974078,35086.17679527711,1203.1445151980818,0.5922076463441587,1008.1586606653469,0.0,581.4189323438811,1.0,17442.567970316435,,,,,,,,,,,,,70489.31840144853
MAPPO,70,2100,-158.05009934471605,-5.268336644823868,30,1,,0,,-0.09101064254840215,4.156662432352702,5.574158943140948,2219.494677848705,2219.494677848705,2219.494677848705,0.0,0.0,66584.84033546115,0.0,0.0,0.0,0.0,1.0,0.7340163499131412,0.26598365008685876,4.593695920001606,22143.723804559653,44441.1165309015,11.569436973571532,17112.936975120025,595.0749766720012,0.7086909032552918,739.3123250400082,27255.757587632455,934.1579097574574,0.6114025225456624,768.9797050912682,72.42196814901226,690.2617914192465,0.9943741581104162,20635.43177442838,,,,,,,,,,,,,66584.84033546115
MAPPO,71,2130,-140.0041924863622,-4.666806416212073,30,1,,0,,-0.05068218807379405,3.7238528887430826,5.641193165602507,1966.4629525162725,1966.4629525162725,1966.4629525162725,0.0,0.0,58993.88857548818,0.0,0.0,0.0,0.0,1.0,0.7606650279188123,0.2393349720811877,4.509641750282661,21953.11879831432,37040.76977717386,11.14631535852136,17434.899454754875,614.5177535446612,0.6729816470611526,1000.6331515849611,19605.87032241898,696.515498776788,0.690646876091705,1289.5946408846612,0.0,655.4297001948236,1.0,19662.891005844707,,,,,,,,,,,,,58993.88857548818
MAPPO,72,2160,-170.6489650757856,-5.688298835859521,30,1,,0,,-0.044241730123758316,3.815145754814148,5.724432323597095,2345.009376925783,2345.009376925783,2345.009376925783,0.0,0.0,70350.28130777349,0.0,0.0,0.0,0.0,1.0,0.6846621277633577,0.31533787223664234,5.630919348347876,19182.372812764836,51167.908495008654,10.360797761512599,21453.551660982692,718.4911849325641,0.6135428213675236,101.18388699423184,29686.78204509075,1058.539751068493,0.5676770572662483,2069.410486964035,27.574788935207216,567.9784409247256,0.995187645910086,17011.778438806563,,,,,,,,,,,,,70350.28130777349
MAPPO,73,2190,-182.25032240183407,-6.075010746727802,30,1,,0,,-0.0836472075432539,3.107505949338277,5.647114238032588,2511.8834202636517,2511.8834202636517,2511.8834202636517,0.0,0.0,75356.50260790956,0.0,0.0,0.0,0.0,1.0,0.673819617485371,0.326180382514629,7.365841268541914,18124.96660693187,57231.53600097768,10.397413867152336,20054.209411160926,671.6648627182634,0.6321893155892079,95.73647038697477,37177.32658981677,1292.1623066469388,0.5310616122361728,1587.5426095913972,0.0,548.0562508984497,1.0,16441.68752695349,,,,,,,,,,,,,75356.50260790956
MAPPO,74,2220,-159.70560939148785,-5.323520313049595,30,1,,0,,-0.03996023833751679,1.3980879426002502,5.872222130386916,2214.4363815002,2214.4363815002,2214.4363815002,0.0,0.0,66433.091445006,0.0,0.0,0.0,0.0,1.0,0.7133492454497721,0.2866507545502279,4.079156160114219,18744.974802519228,47688.11664248676,10.541853217699728,20310.845203815792,681.5375646140352,0.5900670372170036,135.28173460526403,27362.285495568867,972.968906679966,0.6432317657936125,1826.7817048301133,14.985943102095968,559.9299102061981,0.9975537148054038,16782.911363083847,,,,,,,,,,,,,66433.091445006
MAPPO,75,2250,-130.48904290372334,-4.349634763457445,30,1,,0,,-0.05592331712444623,2.813943926493327,5.859833620212697,1841.0771868990773,1841.0771868990773,1841.0771868990773,0.0,0.0,55232.31560697232,0.0,0.0,0.0,0.0,1.0,0.7747078240501064,0.2252921759498936,4.577025457333138,21988.264656072963,33244.05095089936,11.136630380078094,14740.792714136316,526.5130095171695,0.7003589860053914,1054.5975713787702,18302.374807516106,679.856628582516,0.7090277451418318,2093.3240499593726,200.88342924693984,634.707548799392,0.9844579693791935,18840.343034734822,,,,,,,,,,,,,55232.31560697232
MAPPO,76,2280,-175.87152440917464,-5.862384146972488,30,1,,0,,-0.05870986605683962,3.0819336493810017,5.780996993735984,2417.833368709181,2417.833368709181,2417.833368709181,0.0,0.0,72535.00106127543,0.0,0.0,0.0,0.0,1.0,0.687721764013893,0.31227823598610704,5.970479139381309,22644.360229539816,49890.64083173562,10.99637163562674,19659.4515427243,660.2200685655243,0.6219420627749871,147.15051424143297,30231.189289011312,1060.042393540631,0.5771421474453247,1570.0825172076215,0.0,697.5709066030253,1.0,20927.12719809076,,,,,,,,,,,,,72535.00106127543
MAPPO,77,2310,-147.89892838132477,-4.929964279377492,30,1,,0,,-0.08164267813165983,1.819829797744751,5.481260000334846,2059.3414122920226,2059.3414122920226,2059.3414122920226,0.0,0.0,61780.24236876068,0.0,0.0,0.0,0.0,1.0,0.730797814253129,0.26920218574687105,3.7645323037409812,20799.426978477346,40980.81539028334,10.9043981568366,14794.331677530161,536.6925190013404,0.6841839775337923,1306.4438925100528,25764.194181914805,907.9627361427531,0.6207905368185511,1474.687902367787,422.2895308383829,614.6861571479295,0.9747156868382625,18018.295183599505,,,,,,,,,,,,,61780.24236876068
MAPPO,78,2340,-157.22805267839618,-5.240935089279873,30,1,,0,,-0.06388845543066661,1.8083190441131591,5.6159816114990795,2220.320567380688,2220.320567380688,2220.320567380688,0.0,0.0,66609.61702142064,0.0,0.0,0.0,0.0,1.0,0.7340205777447002,0.2659794222552998,5.487778571134747,19297.173894601478,47312.443126819155,10.73046865818928,18210.40584974325,622.3180377663666,0.6803757128070878,459.1352832477486,29102.037277075928,992.9050707472179,0.6214719733403178,685.1148453406079,0.0,605.097458867104,1.0,18152.923766013122,,,,,,,,,,,,,66609.61702142064
MAPPO,79,2370,-135.8343177946123,-4.527810593153744,30,1,,0,,-0.0873962293068568,2.9358607133229575,5.663856818057872,1899.0361875659478,1899.0361875659478,1899.0361875659478,0.0,0.0,56971.085626978434,0.0,0.0,0.0,0.0,1.0,0.7678124720738373,0.2321875279261627,3.853653185285892,22673.129796933346,34297.95583004509,12.003578702255794,10020.520500511553,348.2564666894024,0.7631237440299115,427.1735001705176,24277.435329533535,864.305981764018,0.6402730541625313,1651.7441233870047,0.0,686.4737391125275,1.0,20594.212173375825,,,,,,,,,,,,,56971.085626978434
MAPPO,80,2400,-171.0260013556347,-5.70086671185449,30,1,,0,,-0.061342753221591315,4.059807682037354,5.3725177844365435,2446.1011238039205,2446.1011238039205,2446.1011238039205,0.0,0.0,73383.03371411761,0.0,0.0,0.0,0.0,1.0,0.7488429921655398,0.25115700783446016,4.632951787165172,23351.672573384778,50031.361140732835,11.992043208376947,14718.88489766697,547.7059954518653,0.7585427823303509,1712.2949658889909,34844.78140970623,1207.5685736155222,0.6185111386029111,1382.2757987594355,467.6948333596372,690.8265547365329,0.9713752964780397,20257.101808736348,,,,,,,,,,,,,73383.03371411761
MAPPO,81,2430,-143.09018548981518,-4.769672849660506,30,1,,0,,-0.07134324337045352,4.429322636127472,5.280610862484684,2021.4407696372916,2021.4407696372916,2021.4407696372916,0.0,0.0,60643.22308911875,0.0,0.0,0.0,0.0,1.0,0.7569246785393118,0.24307532146068822,4.439987464717691,22345.015167727437,38298.20792139131,11.13749924258483,12162.590736051463,470.49292160228725,0.750458909697174,1952.1969120171552,26135.617185339845,900.3959292063851,0.6229722791598061,876.2606908517077,0.0,650.5519188286191,1.0,19516.557564858573,,,,,,,,,,,,,60643.22308911875
MAPPO,82,2460,-160.44234509840035,-5.348078169946678,30,1,,0,,-0.0734687488526106,8.089340925216675,5.481135123747366,2260.232137221499,2260.232137221499,2260.232137221499,0.0,0.0,67806.96411664497,0.0,0.0,0.0,0.0,1.0,0.7398851267687877,0.2601148732312123,5.723484604208642,24611.903289173904,43195.06082747107,12.024106261470388,16760.679419265933,575.4524186340415,0.7203880968274871,502.89313975531064,26429.226164208372,907.7942584788503,0.6246392698352233,804.6015901571377,5.155243996764333,776.9854601086075,0.9990505996322717,23304.40855926146,,,,,,,,,,,,,67806.96411664497
MAPPO,83,2490,-132.73808441322862,-4.424602813774287,30,1,,0,,-0.08416211952765783,9.147590414683025,5.601521785170943,1884.4566852595515,1884.4566852595515,1884.4566852595515,0.0,0.0,56533.70055778654,0.0,0.0,0.0,0.0,1.0,0.7837806801228727,0.21621931987712728,6.181602447758785,23236.2678768381,33297.43268094844,11.652399761534072,11844.153232354216,433.47347699352065,0.787590054955508,1160.0510774514046,21453.279448594218,748.5797371151625,0.6531887717062123,1004.1126648606582,0.0,702.4034711508681,1.0,21072.104134526042,,,,,,,,,,,,,56533.70055778654
MAPPO,84,2520,-173.09920319762998,-5.769973439920999,30,1,,0,,-0.08799653289218744,7.915853436787923,5.743693660806726,2415.5412260651615,2415.5412260651615,2415.5412260651615,0.0,0.0,72466.23678195484,0.0,0.0,0.0,0.0,1.0,0.6902879647207738,0.3097120352792262,4.594320105947381,18684.41598820257,53781.82079375227,10.003185968066804,17887.688218509622,604.0750319337609,0.6432936557375873,234.5627395032077,35739.31582067278,1229.6873304780859,0.5631084385421835,1151.304093669793,154.81675456986287,581.7788636533145,0.9784097292718047,17298.54915502957,,,,,,,,,,,,,72466.23678195484
MAPPO,85,2550,-229.07533154023935,-7.635844384674645,30,1,,0,,-0.0055799297988414764,19.192948691050212,5.813178103058427,3252.54337941612,3252.54337941612,3252.54337941612,0.0,0.0,97576.3013824836,0.0,0.0,0.0,0.0,1.0,0.6535127075388915,0.34648729246110854,5.972433432628025,17630.62574335312,79945.67563913048,10.175882386689784,25436.257101215357,892.166982276238,0.6274216405315991,1328.7523670717824,53281.76807241304,1796.9808437112033,0.509330922926078,627.6572389230562,1227.6504655020935,563.3955534286792,0.9678345765169731,15674.216137358282,,,,,,,,,,,,,97576.3013824836
MAPPO,86,2580,-162.33979318859926,-5.411326439619975,30,1,,0,,-0.07400472561518351,8.70080172220866,5.884410096980907,2240.936954435473,2240.936954435473,2240.936954435473,0.0,0.0,67228.1086330642,0.0,0.0,0.0,0.0,1.0,0.7008356689136264,0.29916433108637364,4.373659936788499,19532.656429096456,47695.45220396774,10.156294727853167,19569.899387977242,682.1066394656553,0.6497994423197085,893.2997959924162,26728.911769249375,931.8310520565626,0.5954685794365806,1226.0197924475033,1396.6410467411247,626.9992629132554,0.945655808236075,17413.336840656535,,,,,,,,,,,,,67228.1086330642
MAPPO,87,2610,-138.9747972577,-4.632493241923333,30,1,,0,,-0.03922592873374621,3.4849146207173667,5.715454515704403,1896.484566843877,1896.484566843877,1896.484566843877,0.0,0.0,56894.53700531631,0.0,0.0,0.0,0.0,1.0,0.7203997323275944,0.27960026767240564,4.822518473617341,20522.71850033768,36371.81850497863,10.235887233258325,19585.905797147036,659.4847020954238,0.6029471882783997,198.63526571567763,16724.256770874526,674.9200266269726,0.6588126228412562,3523.344027934649,61.65593695708195,562.0798381214809,0.9928168428588338,16800.739206687344,,,,,,,,,,,,,56894.53700531631
MAPPO,88,2640,-132.84167486410144,-4.428055828803381,30,1,,0,,-0.057092735171318056,3.6661392291386923,5.736227974185237,1886.9653582411543,1886.9653582411543,1886.9653582411543,0.0,0.0,56608.960747234625,0.0,0.0,0.0,0.0,1.0,0.7819496132514036,0.21805038674859645,5.825100707926499,23861.818891543702,32747.14185569092,11.927121104440058,16225.762176854578,617.3783189713145,0.7419383520106883,2295.5873922848577,16521.379678836347,614.7510581925588,0.6902599889683042,1921.15206694042,0.0,654.8359810772812,1.0,19645.079432318435,,,,,,,,,,,,,56608.960747234625
MAPPO,89,2670,-168.59755721814454,-5.619918573938151,30,1,,0,,-0.07422458107272784,3.8956080436706544,5.504532496134442,2378.9191272393937,2378.9191272393937,2378.9191272393937,0.0,0.0,71367.57381718181,0.0,0.0,0.0,0.0,1.0,0.7174194374467624,0.2825805625532376,4.274328344335335,23029.976547636863,48337.59726954494,10.677716402559474,10853.40708700298,410.2403149779102,0.7404289928935271,1453.8023623343263,36906.27552014583,1245.31355306474,0.5696934474319888,453.1310717963729,577.9146623961396,723.3652591967435,0.9722917983792044,21123.043113506166,,,,,,,,,,,,,71367.57381718181
MAPPO,90,2700,-141.02735887101082,-4.7009119623670275,30,1,,0,,-0.04691194370388985,1.2674548208713532,5.372848456877249,1954.9830177835445,1954.9830177835445,1954.9830177835445,0.0,0.0,58649.49053350634,0.0,0.0,0.0,0.0,1.0,0.7348477823735682,0.2651522176264318,5.174132423707882,19664.183560431138,38985.3069730752,10.571244393483115,16230.34276359537,555.215233937572,0.6571662869734931,426.1142545317902,22754.964209479826,823.6175162971209,0.6338618977883114,1953.5612794338015,0.0,576.1502675488514,1.0,17284.50802646554,,,,,,,,,,,,,58649.49053350634
MAPPO,91,2730,-129.92678902860496,-4.330892967620165,30,1,,0,,-0.06685923660794894,5.090181374549866,5.625704253161394,1883.813004160668,1883.813004160668,1883.813004160668,0.0,0.0,56514.39012482004,0.0,0.0,0.0,0.0,1.0,0.8080156999786797,0.19198430002132028,5.927942154827081,23992.47002810757,32521.920096712467,11.753766679751347,11934.71730989231,459.56521377299157,0.7734133946906664,1852.239103297437,20587.202786820148,765.3499684640473,0.7187210938127249,2373.2962671012733,0.0,658.8978219236288,1.0,19766.934657708865,,,,,,,,,,,,,56514.39012482004
