algorithm,episode,attention_mean,attention_std,attention_min,attention_max,attention_entropy,attention_edges
IQL-GNN,26,0.40909090818075294,0.21210141369385618,0.22706036269664764,1.0,7.138398039113614,1408
IQL-GNN,27,0.4090909093025733,0.21193997126257233,0.2283838987350464,1.0,7.138693422338131,1408
IQL-GNN,28,0.4090909092708237,0.21170361724467196,0.23352523148059845,1.0,7.1391340881276815,1408
IQL-GNN,29,0.40909090962006966,0.21189252459429872,0.22583752870559692,1.0,7.138826610765554,1408
IQL-GNN,30,0.4090909081066705,0.21258793677944832,0.21296657621860504,1.0,7.137565067965059,1408
IQL-GNN,31,0.40909090965181927,0.21196677847066137,0.2271060049533844,1.0,7.138762532781415,1408
IQL-GNN,32,0.40909090921790764,0.2146201365308641,0.19576624035835266,1.0,7.133825560218467,1408
IQL-GNN,33,0.40909090895332734,0.21308221046961281,0.21191656589508057,1.0,7.136602380653312,1408
IQL-GNN,34,0.40909090952482074,0.21171101829947062,0.23973935842514038,1.0,7.139136721604295,1408
IQL-GNN,35,0.40909090926024044,0.21168792301615388,0.24109746515750885,1.0,7.139189050963837,1408
IQL-GNN,36,0.40909090905915946,0.21170012110389952,0.2413562685251236,1.0,7.1391867269138345,1408
IQL-GNN,37,0.40909090978940105,0.21199851951426515,0.21341674029827118,1.0,7.138644375130308,1408
IQL-GNN,38,0.40909090829716827,0.21258547663486332,0.20549249649047852,1.0,7.137687385462479,1408
IQL-GNN,39,0.40909090892157773,0.21269348971482072,0.20159737765789032,1.0,7.137446132339351,1408
IQL-GNN,40,0.40909090858291497,0.2129002885400324,0.19262421131134033,1.0,7.137061017528602,1408
IQL-GNN,41,0.4090909088580785,0.21523524466750665,0.1799066811800003,1.0,7.132783215786102,1408
IQL-GNN,42,0.40909090937665576,0.21782381329852854,0.1546335071325302,1.0,7.128079756132857,1408
IQL-GNN,43,0.4090909087310799,0.22509711722167372,0.12944553792476654,1.0,7.112354089021636,1408
IQL-GNN,44,0.4090909094242802,0.2277041054924254,0.11723919957876205,1.0,7.1069228547409775,1408
IQL-GNN,45,0.40909090979469265,0.2358838362185829,0.08942218869924545,1.0,7.089723515994841,1408
IQL-GNN,46,0.4090909098952331,0.22585757408791288,0.06981150060892105,1.0,7.115406229761299,1408
IQL-GNN,47,0.40909090875224635,0.2295697307042487,0.07046277076005936,1.0,7.109632030187014,1408
IQL-GNN,48,0.40909090858820657,0.23436896836727514,0.08295902609825134,1.0,7.101843921194867,1408
IQL-GNN,49,0.4090909088580785,0.22945196479763535,0.09459372609853745,1.0,7.110904208713469,1408
IQL-GNN,50,0.4090909102021463,0.22654841466527437,0.10976435244083405,1.0,7.11607282871024,1408
IQL-GNN,51,0.40909090820191935,0.2223710607748825,0.10786794126033783,1.0,7.122833670082747,1408
IQL-GNN,52,0.40909090978940105,0.2294068380001348,0.09746082872152328,1.0,7.111189933885812,1408
IQL-GNN,53,0.40909090978940105,0.23990971625905808,0.08245477825403214,1.0,7.090855048769187,1408
IQL-GNN,54,0.4090909091702832,0.24127860863102985,0.07536320388317108,1.0,7.086940882878731,1408
IQL-GNN,55,0.4090909091597,0.23542174925956158,0.08334460109472275,1.0,7.098145274812051,1408
IQL-GNN,56,0.40909090815958654,0.2364174540250448,0.07223336398601532,1.0,7.096351161260403,1408
IQL-GNN,57,0.40909090843475,0.22806009259669266,0.07813483476638794,1.0,7.112016434904074,1408
IQL-GNN,58,0.409090908810454,0.2245516194962461,0.094153493642807,1.0,7.11923541222225,1408
IQL-GNN,59,0.4090909089797854,0.22307671883780503,0.09968030452728271,1.0,7.121323675941092,1408
IQL-GNN,60,0.40909090860937297,0.22572561700685007,0.09635704755783081,1.0,7.116253268865515,1408
IQL-GNN,61,0.4090909089797854,0.23421631893637265,0.07572022825479507,1.0,7.099488259673095,1408
IQL-GNN,62,0.40909090856704017,0.232658537964751,0.07716979086399078,1.0,7.101689098225331,1408
IQL-GNN,63,0.40909090934490616,0.2282339443724698,0.08578412979841232,1.0,7.110406804789547,1408
IQL-GNN,64,0.40909090906974266,0.22991478323186448,0.08322500437498093,1.0,7.106097224813183,1408
IQL-GNN,65,0.4090909088210372,0.2298579520648447,0.0870276391506195,1.0,7.106572718004952,1408
IQL-GNN,66,0.40909090829187666,0.2286730725287985,0.09508339315652847,1.0,7.108704915937867,1408
IQL-GNN,67,0.40909090905386786,0.22466736443566818,0.08987604826688766,1.0,7.114208869168945,1408
IQL-GNN,68,0.40909090863583103,0.22555692482255774,0.08657734841108322,1.0,7.114798969237723,1408
IQL-GNN,69,0.40909090992698277,0.24143531713279237,0.08947744965553284,1.0,7.08969876939368,1408
IQL-GNN,70,0.40909091026035393,0.23070679093706536,0.09130895137786865,1.0,7.10827445441525,1408
IQL-GNN,71,0.40909090850354085,0.2262288954312678,0.08631126582622528,1.0,7.117501512563553,1408
IQL-GNN,72,0.40909090925494884,0.22035931969267017,0.0784962996840477,1.0,7.126012170940152,1408
IQL-GNN,73,0.40909090924965724,0.2353807415773379,0.05815650150179863,1.0,7.098036920035134,1408
IQL-GNN,74,0.4090909088871823,0.23473733210359987,0.05904114618897438,1.0,7.101428914876649,1408
IQL-GNN,75,0.4090909085511653,0.23959482102722138,0.06621738523244858,1.0,7.094742791814675,1408
IQL-GNN,76,0.40909090770980006,0.23976195948332227,0.0665874257683754,1.0,7.093785899473497,1408
IQL-GNN,77,0.40909090983702545,0.23381861183638425,0.07841948419809341,1.0,7.104908251012005,1408
IQL-GNN,78,0.4090909093978222,0.24055375921010486,0.0759568065404892,1.0,7.0941417851406925,1408
IQL-GNN,79,0.409090909413697,0.24782240759438767,0.06941193342208862,1.0,7.082452033578896,1408
IQL-GNN,80,0.4090909087099135,0.24484826597596396,0.06784060597419739,1.0,7.086394184963826,1408
IQL-GNN,81,0.40909090896655637,0.25095459310851753,0.05992405489087105,1.0,7.075339994314162,1408
IQL-GNN,82,0.40909090961213224,0.25095477790988924,0.05986654385924339,1.0,7.075687423260158,1408
IQL-GNN,83,0.40909090908032586,0.2543679168365699,0.06966030597686768,1.0,7.069594753461645,1408
IQL-GNN,84,0.4090909085511653,0.25593878377469886,0.05507311969995499,1.0,7.067108657427488,1408
IQL-GNN,85,0.4090909088527868,0.25529206594538645,0.06919620931148529,1.0,7.067648965118032,1408
IQL-GNN,86,0.4090909082098568,0.25440046666276633,0.05822328105568886,1.0,7.069008109187212,1408
IQL-GNN,87,0.409090909736485,0.24546496431345385,0.06905592232942581,1.0,7.08566512545058,1408
IQL-GNN,88,0.4090909098899415,0.24442663062457995,0.06859168410301208,1.0,7.088600626050139,1408
IQL-GNN,89,0.40909090935548936,0.22647565920641077,0.09655081480741501,1.0,7.116620445348911,1408
IQL-GNN,90,0.40909090998519043,0.22625880323902284,0.10519302636384964,1.0,7.116978794360437,1408
IQL-GNN,91,0.4090909098529003,0.23233813307375636,0.08250920474529266,1.0,7.107059257780094,1408
IQL-GNN,92,0.40909090981585905,0.2356204303583236,0.0809328630566597,1.0,7.1022558971415855,1408
IQL-GNN,93,0.40909090934490616,0.2459001346373397,0.06906857341527939,1.0,7.084707289757631,1408
IQL-GNN,94,0.4090909091279503,0.27709695221459824,0.042614471167325974,1.0,7.0176819396866374,1408
IQL-GNN,95,0.40909090858291497,0.23987080087274543,0.07505885511636734,1.0,7.097043937669864,1408
IQL-GNN,96,0.40909090961742384,0.2345791647283472,0.0602639876306057,1.0,7.1060597643980605,1408
IQL-GNN,97,0.4090909099005247,0.24660831995188592,0.1191464513540268,1.0,7.087190155872522,1408
IQL-GNN,98,0.40909090830775147,0.24810666237701592,0.07965610921382904,1.0,7.076512062372685,1408
IQL-GNN,99,0.4090909087046219,0.2522717053688777,0.0632285475730896,1.0,7.057782006482864,1408
IQL-GNN,100,0.40909090964123607,0.23510097673995647,0.10193115472793579,1.0,7.087685042379842,1408
IQL-GNN,101,0.4090909084241668,0.21385831312472892,0.20719890296459198,1.0,7.134987697524542,1408
IQL-GNN,102,0.40909090950365434,0.21262251373030744,0.22073014080524445,1.0,7.137387945264395,1408
IQL-GNN,103,0.4090909094295718,0.21207402084526628,0.2301284372806549,1.0,7.13844810709657,1408
IQL-GNN,104,0.4090909096941521,0.21191915303766815,0.23972703516483307,1.0,7.1388851741409765,1408
IQL-GNN,105,0.40909090892157773,0.21196556282337461,0.24464735388755798,1.0,7.1388912052667255,1408
IQL-GNN,106,0.40909090923907404,0.21191802534316254,0.24435670673847198,1.0,7.138944588521428,1408
IQL-GNN,107,0.40909090879457916,0.2119086103418798,0.2406664788722992,1.0,7.1389132284587085,1408
IQL-GNN,108,0.40909090921790764,0.21232053147069982,0.23965434730052948,1.0,7.138422800246276,1408
IQL-GNN,109,0.409090909736485,0.21257628473771392,0.2366122156381607,1.0,7.13806924593068,1408
IQL-GNN,110,0.40909090965181927,0.21286031285516033,0.23780135810375214,1.0,7.137760344298169,1408
IQL-GNN,111,0.40909090934490616,0.2130477767789089,0.23682259023189545,1.0,7.137552366552779,1408
IQL-GNN,112,0.4090909096729857,0.21286066174945523,0.23897896707057953,1.0,7.137809080048127,1408
IQL-GNN,113,0.40909090906974266,0.2130154142775443,0.24172787368297577,1.0,7.137668526344287,1408
IQL-GNN,114,0.4090909088898281,0.2124731668456558,0.24312663078308105,1.0,7.138293106818923,1408
IQL-GNN,115,0.4090909082442522,0.21306234181613717,0.24253955483436584,1.0,7.137602511255194,1408
IQL-GNN,116,0.4090909088792449,0.21372707242261135,0.2424224466085434,1.0,7.136810224293416,1408
IQL-GNN,117,0.4090909091967412,0.21419347796495086,0.24045637249946594,1.0,7.136245467687882,1408
IQL-GNN,118,0.4090909092708237,0.21440711844113905,0.22360166907310486,1.0,7.13597120712345,1408
IQL-GNN,119,0.4090909095777368,0.21641592038717236,0.20422960817813873,1.0,7.133547717975254,1408
IQL-GNN,120,0.40909090964123607,0.22000093823179803,0.18676848709583282,1.0,7.129105853146571,1408
IQL-GNN,121,0.4090909094719047,0.22543984594242616,0.13348163664340973,1.0,7.121973827111417,1408
IQL-GNN,122,0.4090909095989032,0.2297659589774668,0.10162093490362167,1.0,7.115933359032661,1408
IQL-GNN,123,0.40909090933432296,0.23670706935281374,0.07864142954349518,1.0,7.105804170982503,1408
IQL-GNN,124,0.4090909099005247,0.23825377621952523,0.06644801050424576,1.0,7.103252335769087,1408
IQL-GNN,125,0.4090909094295718,0.24824147861458007,0.04155458137392998,1.0,7.087422054196351,1408
IQL-GNN,126,0.4090909077964501,0.26569120646946226,0.015282676555216312,1.0,7.058856633045046,1408
IQL-GNN,127,0.40909091032120737,0.2649388177663698,0.021861029788851738,1.0,7.058925189258778,1408
IQL-GNN,128,0.4090909095975803,0.26379728678123215,0.0208111684769392,1.0,7.061868132668183,1408
IQL-GNN,129,0.4090909089811083,0.26622406566611445,0.01787302829325199,1.0,7.056361401832826,1408
IQL-GNN,130,0.4090909083170118,0.2732628015366818,0.023731013759970665,1.0,7.0443656338104965,1408
IQL-GNN,131,0.4090909085141241,0.275087060431437,0.02178318053483963,1.0,7.04193058448956,1408
IQL-GNN,132,0.40909090904857626,0.25940082250109125,0.031889017671346664,1.0,7.070568514433765,1408
IQL-GNN,133,0.4090909095989032,0.2500900982183631,0.04262503981590271,1.0,7.0857469295190185,1408
IQL-GNN,134,0.4090909084426874,0.2530238487035101,0.05642684921622276,1.0,7.082120497461359,1408
IQL-GNN,135,0.40909090941105125,0.25218312761692513,0.044909194111824036,1.0,7.083382760230454,1408
IQL-GNN,136,0.4090909095274666,0.24584837409583743,0.0398445762693882,1.0,7.0922799083763515,1408
IQL-GNN,137,0.40909090858026914,0.25850250285498894,0.03380428999662399,1.0,7.072744869648859,1408
IQL-GNN,138,0.4090909094666131,0.2676945447009836,0.03016616404056549,1.0,7.05679304377551,1408
IQL-GNN,139,0.4090909089281922,0.26100746465845326,0.025307679548859596,1.0,7.068540260220668,1408
IQL-GNN,140,0.409090908301137,0.2617570396754856,0.029144005849957466,1.0,7.066805849523885,1408
IQL-GNN,141,0.4090909091888038,0.26655729452956106,0.030115848407149315,1.0,7.0586645895142714,1408
IQL-GNN,142,0.4090909092298137,0.26168296821801645,0.017536437138915062,1.0,7.067010639056347,1408
IQL-GNN,143,0.40909090952614363,0.2585348336255505,0.02803053706884384,1.0,7.071430733458575,1408
IQL-GNN,144,0.40909090984628577,0.25818385542314487,0.02319427765905857,1.0,7.0721255687983415,1408
IQL-GNN,145,0.40909090944280085,0.2607483373591564,0.021848175674676895,1.0,7.067181490237277,1408
IQL-GNN,146,0.40909090905254497,0.2626474274178814,0.022617625072598457,1.0,7.0651008716758525,1408
IQL-GNN,147,0.40909090868213255,0.27118917965945627,0.023270636796951294,1.0,7.048970216386662,1408
IQL-GNN,148,0.40909090970341244,0.2679552277718709,0.023132305592298508,1.0,7.054447974662973,1408
IQL-GNN,149,0.4090909095896429,0.26649436723103337,0.01921992003917694,1.0,7.056575096466706,1408
IQL-GNN,150,0.4090909095254822,0.2715930508449824,0.015492654405534267,1.0,7.047840036451204,1408
IQL-GNN,151,0.4090909074339751,0.2877774299118546,0.006488086190074682,1.0,7.015752636208116,1408
IQL-GNN,152,0.40909090950960736,0.26711731275778966,0.008785984478890896,1.0,7.053132308516703,1408
IQL-GNN,153,0.4090909087555536,0.2436987476300534,0.012731300666928291,1.0,7.090020706572036,1408
IQL-GNN,154,0.409090910024216,0.23996842954446354,0.012652531266212463,1.0,7.094489756282705,1408
IQL-GNN,155,0.4090909086887471,0.2439973705373379,0.0216152835637331,1.0,7.087851727931653,1408
IQL-GNN,156,0.40909090817083116,0.25446242148484494,0.010309295728802681,1.0,7.067859388746528,1408
IQL-GNN,157,0.40909090954069555,0.24988685382087242,0.012764018028974533,1.0,7.0784612245875405,1408
IQL-GNN,158,0.40909090902277967,0.2769512578122511,0.007029705680906773,1.0,7.033728769807292,1408
IQL-GNN,159,0.4090909062408834,0.2850655547919236,0.0025691878981888294,1.0,7.011947832959358,1408
IQL-GNN,160,0.40909090041060897,0.29667723260783463,0.0017023574328050017,1.0,6.982432869480409,1408
IQL-GNN,161,0.40909089824973227,0.3159614038255003,0.0016536791808903217,1.0,6.932429959524303,1408
IQL-GNN,162,0.40909089836184814,0.30991244079748875,0.0013643426354974508,1.0,6.942340408003485,1408
IQL-GNN,163,0.40909089442034613,0.31684066402209565,0.0014664928894490004,1.0,6.925971437956116,1408
IQL-GNN,164,0.4090908990399178,0.3101291506818456,0.0018853462534025311,1.0,6.947561272137779,1408
IQL-GNN,165,0.40909090578315954,0.28364188831278847,0.0021108563523739576,1.0,7.011614511025542,1408
IQL-GNN,166,0.4090909027624796,0.2957744079078047,0.004291574005037546,1.0,6.98611225651754,1408
IQL-GNN,167,0.4090909022126487,0.3023219216096315,0.0033767768181860447,1.0,6.964349778236093,1408
IQL-GNN,168,0.40909090797041164,0.2770325386542588,0.01067974604666233,1.0,7.0262117358910725,1408
IQL-GNN,169,0.40909089466400805,0.26546248472673845,0.0035315388813614845,1.0,7.049212803778511,1408
IQL-GNN,170,0.4090909089599419,0.22605644511731413,0.02684975042939186,1.0,7.117027388295453,1408
IQL-GNN,171,0.4090908702772305,0.2641359358333016,0.0012783599086105824,1.0,7.053481335148896,1408
IQL-GNN,172,0.4090908735874605,0.29045464540987537,0.0018639821792021394,1.0,7.00865251781138,1408
IQL-GNN,173,0.409090877967587,0.32238093840885496,0.0006048412760719657,1.0,6.935153567739637,1408
IQL-GNN,174,0.4090908917029,0.35413901239292433,0.0008895992068573833,1.0,6.845349362846846,1408
IQL-GNN,175,0.4090908937021347,0.3450588370608108,0.0006489758961834013,1.0,6.865967639296606,1408
IQL-GNN,176,0.40909089302261814,0.3423662495217063,0.0013815895654261112,1.0,6.874457020164116,1408
IQL-GNN,177,0.40909088371617225,0.34040000652242164,0.002365168184041977,1.0,6.883004105113588,1408
IQL-GNN,178,0.4090908794295997,0.32631695587810694,0.0005340467905625701,1.0,6.918500298403277,1408
IQL-GNN,179,0.4090908788194528,0.333242365232743,0.0016819559969007969,1.0,6.90259393992889,1408
IQL-GNN,180,0.4090908769985411,0.3371402808099109,0.00040675929631106555,1.0,6.893879918507175,1408
IQL-GNN,181,0.4090908806323238,0.3195490500841304,0.0007062350050546229,1.0,6.931367779710511,1408
IQL-GNN,182,0.4090908550905707,0.3000363582999199,0.0012364574940875173,1.0,6.983748772023582,1408
IQL-GNN,183,0.40909087705423725,0.36440906782303056,0.00024073074746411294,1.0,6.818202548168525,1408
IQL-GNN,184,0.40909087220126655,0.30596013101802194,0.0006276080966927111,1.0,6.970340875322497,1408
IQL-GNN,185,0.40909087042241893,0.28629405795915547,0.001660147332586348,1.0,7.013661198884455,1408
IQL-GNN,186,0.4090908752234761,0.28296236614541376,0.002351689152419567,1.0,7.0235591565568365,1408
IQL-GNN,187,0.40909086305294873,0.29486243843746046,0.004816729109734297,1.0,6.999143653883045,1408
IQL-GNN,188,0.40909086759686697,0.31017529621138573,0.0015901536680758,1.0,6.964883411113437,1408
IQL-GNN,189,0.4090908381523894,0.33098788982563826,0.0006042896420694888,1.0,6.908011991793156,1408
IQL-GNN,190,0.40909085855611754,0.3150058609732508,0.00096635747468099,1.0,6.950943599049968,1408
IQL-GNN,191,0.4090908499976484,0.29674700205032667,0.0007354678818956017,1.0,6.992226280352343,1408
IQL-GNN,192,0.40909082358335913,0.28036882594047463,0.002974242204800248,1.0,7.02786268169468,1408
IQL-GNN,193,0.4090908427429399,0.27906303824742856,0.002382580889388919,1.0,7.030187916310039,1408
IQL-GNN,194,0.4090908482959838,0.2931733655537013,0.001155630685389042,1.0,6.99946614036579,1408
IQL-GNN,195,0.4090908599196568,0.30848195378861915,0.0025828976649791002,1.0,6.964665063284731,1408
IQL-GNN,196,0.40909085242277465,0.2895058894204808,0.005067673046141863,1.0,7.007030528354199,1408
IQL-GNN,197,0.40909084149412095,0.30108848381701725,0.0022262223064899445,1.0,6.983169148556347,1408
IQL-GNN,198,0.4090908404336501,0.304000638732729,0.0028204075060784817,1.0,6.975053733554391,1408
IQL-GNN,199,0.4090908578899954,0.32822894299569805,0.001254305592738092,1.0,6.919007722313751,1408
IQL-GNN,200,0.4090908751629534,0.30804800775337327,0.0021837882231920958,1.0,6.964835470125324,1408
IQL-GNN,201,0.40909087437929964,0.30823666842077696,0.0014324754010885954,1.0,6.96569459874441,1408
IQL-GNN,202,0.4090908255829246,0.2929861910780602,0.0016524672973901033,1.0,6.999241126287526,1408
IQL-GNN,203,0.40909077695798923,0.3087886313375261,0.0009409731137566268,1.0,6.966394242243955,1408
IQL-GNN,204,0.40909078063579973,0.32695983520391975,0.00039623762131668627,1.0,6.92299723074767,1408
IQL-GNN,205,0.40909077939500094,0.34023095845894696,0.00035558335366658866,1.0,6.888841292207159,1408
IQL-GNN,206,0.4090908523521648,0.2937633387606142,0.002145986072719097,1.0,7.003998350814128,1408
IQL-GNN,207,0.4090908045552417,0.2854617521478089,0.002431464148685336,1.0,7.021558811456453,1408
IQL-GNN,208,0.40909082554976933,0.31038363386861745,0.0012139013269916177,1.0,6.967588225340019,1408
IQL-GNN,209,0.4090907843633845,0.3042673432045362,0.0006562205962836742,1.0,6.97795737696825,1408
IQL-GNN,210,0.40909080460689684,0.32385707093005905,0.00022521978826262057,1.0,6.932573888434014,1408
IQL-GNN,211,0.4090908310521296,0.32066311334559905,0.00045628752559423447,1.0,6.938798010704678,1408
IQL-GNN,212,0.40909084124981826,0.3313369075398845,0.00040404306491836905,1.0,6.912140666148069,1408
IQL-GNN,213,0.40909075986271337,0.3315008312907955,0.0002837251522578299,1.0,6.902940945499471,1408
IQL-GNN,214,0.40909090827600186,0.29441650967718863,0.01116523239761591,1.0,6.981078232127594,1408
IQL-GNN,215,0.4090909088977655,0.2756754192953964,0.024363713338971138,1.0,7.017523380444066,1408
IQL-GNN,216,0.40909090997989883,0.25183690905063244,0.06437977403402328,1.0,7.072974080895614,1408
IQL-GNN,217,0.409090908421521,0.2578262384796325,0.05056522786617279,1.0,7.064836951910689,1408
IQL-GNN,218,0.40909090875753795,0.2568769480253623,0.03216865286231041,1.0,7.069312767784026,1408
IQL-GNN,219,0.4090909091914496,0.2638683529372951,0.0249172430485487,1.0,7.059058708002919,1408
IQL-GNN,220,0.40909090646230406,0.2600779043451163,0.00977763906121254,1.0,7.065075407724457,1408
IQL-GNN,221,0.4090909006445145,0.2608822721920943,0.005357910413295031,1.0,7.062709665513716,1408
IQL-GNN,222,0.40909090849692636,0.26395934589514136,0.023776577785611153,1.0,7.059511792441064,1408
IQL-GNN,223,0.40909090909686213,0.2545920820946497,0.015081995166838169,1.0,7.070393671433426,1408
IQL-GNN,224,0.40909090837786527,0.26251576660663783,0.005916062276810408,1.0,7.051257332388851,1408
IQL-GNN,225,0.40908819952474057,0.3258774706308926,1.1548709153430536e-05,1.0,6.908153746934181,1408
IQL-GNN,226,0.4090870237804671,0.34186953966883665,1.2112777767470106e-05,1.0,6.871771685061064,1408
IQL-GNN,227,0.40908647602026577,0.3531569745261423,6.939677859918447e-06,1.0,6.841617151816967,1408
IQL-GNN,228,0.4090873889206573,0.34559662815706305,2.8112215659348294e-05,1.0,6.87414648684687,1408
IQL-GNN,229,0.40908564288845706,0.32931804541051835,1.0381106221757364e-05,1.0,6.914284422821206,1408
IQL-GNN,230,0.4090850163709273,0.33105968603484653,1.1392025044187903e-05,1.0,6.9097434486247025,1408
IQL-GNN,231,0.409085639320145,0.3437804852465742,8.35829723655479e-06,1.0,6.8778470298231875,1408
IQL-GNN,232,0.40908448521839086,0.3278180545046497,7.196824753918918e-06,1.0,6.917113430161685,1408
IQL-GNN,233,0.4090842722229521,0.2883776811883641,1.2671819604292978e-05,1.0,7.004825740479648,1408
IQL-GNN,234,0.40908661796334334,0.3078865964973437,1.0847991688933689e-05,1.0,6.9660966269632985,1408
IQL-GNN,235,0.40908441304048504,0.3042057730726489,1.16886858450016e-05,1.0,6.968771639708326,1408
IQL-GNN,236,0.4090853085371823,0.3552075701338034,7.907109647931065e-06,1.0,6.8433595800161395,1408
IQL-GNN,237,0.40908646806074506,0.34248024830545143,1.0941775144601706e-05,1.0,6.880138919585601,1408
IQL-GNN,238,0.4090874469597891,0.3433603665059272,2.5195178750436753e-05,1.0,6.877708562602786,1408
IQL-GNN,239,0.40908770876831757,0.35732781083470705,1.6623063856968656e-05,1.0,6.840327809654948,1408
IQL-GNN,240,0.40908708119014714,0.3566498870307963,5.310570850269869e-05,1.0,6.8416715006213735,1408
IQL-GNN,241,0.4090889226639534,0.3509118143739763,2.3105652871890925e-05,1.0,6.857444954896586,1408
IQL-GNN,242,0.40908851273110775,0.34784975936587537,0.00015924633771646768,1.0,6.864181477100628,1408
IQL-GNN,243,0.40908769653910326,0.34486513825179343,4.900074054603465e-05,1.0,6.873621951656812,1408
IQL-GNN,244,0.40908854153486696,0.3313737241790499,0.00011862380779348314,1.0,6.907903865048393,1408
IQL-GNN,245,0.40908820869740287,0.32139338870388173,5.20000139658805e-05,1.0,6.932413513646638,1408
IQL-GNN,246,0.40908932989814484,0.28603923523298225,0.00014307488163467497,1.0,7.016858943880648,1408
IQL-GNN,247,0.4090894584810485,0.29110893446022024,0.0003966817748732865,1.0,7.00805675610875,1408
IQL-GNN,248,0.4090900836593763,0.2993643141390247,0.00033922746661119163,1.0,6.990055893273924,1408
IQL-GNN,249,0.40908979038108967,0.3269632757603139,0.0003508305817376822,1.0,6.917981712826004,1408
IQL-GNN,250,0.409090151589794,0.3257132345699151,0.00018956010171677917,1.0,6.9203260480448225,1408
IQL-GNN,251,0.4090902541430937,0.33044681873467213,0.0001169851457234472,1.0,6.90785604166252,1408
IQL-GNN,252,0.40909011980423576,0.3182005840074182,0.00010812022082973272,1.0,6.936944026196786,1408
IQL-GNN,253,0.40909009729803486,0.3030092468772391,8.966372843133286e-05,1.0,6.973063694822375,1408
IQL-GNN,254,0.4090902714588083,0.2720962907360645,0.0005556278629228473,1.0,7.043199688202734,1408
IQL-GNN,255,0.4090902268634719,0.25425531346927444,0.0011037864023819566,1.0,7.075931856749474,1408
IQL-GNN,256,0.4090904146576742,0.2783054621872186,0.0026805256493389606,1.0,7.032959339394351,1408
IQL-GNN,257,0.4090904028620654,0.28452632669102934,0.0008199214353226125,1.0,7.0198154658809955,1408
IQL-GNN,258,0.40909057348521444,0.3004165256174113,0.0024817599914968014,1.0,6.982053489160328,1408
IQL-GNN,259,0.40909060172254447,0.301601460037189,0.002062347484752536,1.0,6.975749511981402,1408
IQL-GNN,260,0.4090906420268849,0.32284534212936,0.003527095541357994,1.0,6.924041891159877,1408
IQL-GNN,261,0.4090905085363788,0.302884802133903,0.0034544391091912985,1.0,6.96768503894374,1408
IQL-GNN,262,0.4090906372082166,0.3127079516322575,0.0031532759312540293,1.0,6.94506433735082,1408
IQL-GNN,263,0.4090906854142469,0.3128409972147668,0.002381818136200309,1.0,6.949033247839212,1408
IQL-GNN,264,0.4090906758289996,0.3143139181759057,0.003659449750557542,1.0,6.9447315361919895,1408
IQL-GNN,265,0.40909060144275083,0.31420434758127136,0.001235631643794477,1.0,6.938834716812632,1408
IQL-GNN,266,0.40909054603678835,0.32965132715421674,0.0008639732841402292,1.0,6.900481655934576,1408
