algorithm,avg_cost_per_step,avg_fill_rate,avg_stockout_rate,avg_bullwhip_cv,avg_transport_per_step,avg_route_distance_per_step,routing_feasible_rate,runtime_sec
BaseStock,2740.988888888889,0.5118171109664057,0.48818288903359425,3.3111708428872912,0.0,0.0,1.0,0.02150416374206543
"(s,S)",2914.511111111111,0.4990628971219497,0.5009371028780504,3.9988823049010365,0.0,0.0,1.0,0.02348804473876953
BaseStock+Savings,2794.672912679273,0.5118171109664057,0.48818288903359425,3.3111708428872912,53.68402379038411,53.68402379038411,1.0,0.03248739242553711
"(s,S)+Savings",2955.257898806527,0.4990628971219497,0.5009371028780504,3.9988823049010365,40.74678769541595,40.74678769541595,1.0,0.030307292938232422
BaseStock+Savings2Opt,2794.672912679273,0.5118171109664057,0.48818288903359425,3.3111708428872912,53.68402379038411,53.68402379038411,1.0,0.03247809410095215
"(s,S)+Savings2Opt",2955.257898806527,0.4990628971219497,0.5009371028780504,3.9988823049010365,40.74678769541595,40.74678769541595,1.0,0.02714228630065918
BaseStock+NearestInsertion,2794.672912679273,0.5118171109664057,0.48818288903359425,3.3111708428872912,53.68402379038411,53.68402379038411,1.0,0.027922391891479492
"(s,S)+NearestInsertion",2955.257898806527,0.4990628971219497,0.5009371028780504,3.9988823049010365,40.74678769541595,40.74678769541595,1.0,0.026459455490112305
BaseStock+GARouting,2794.672912679273,0.5118171109664057,0.48818288903359425,3.3111708428872912,53.68402379038411,53.68402379038411,1.0,5.114957094192505
"(s,S)+GARouting",2955.257898806527,0.4990628971219497,0.5009371028780504,3.9988823049010365,40.74678769541595,40.74678769541595,1.0,4.312360763549805
GAInventory+Savings,955.2522746823034,0.8858710308001027,0.11412896919989739,2.617750584705195,113.00783023785897,113.00783023785897,1.0,0.6821200847625732
GAInventory+Savings2Opt,955.2522746823034,0.8858710308001027,0.11412896919989739,2.617750584705195,113.00783023785897,113.00783023785897,1.0,0.63995361328125
ALNSInventory+Savings,865.0454769401057,0.8968140335091287,0.1031859664908713,2.6377012186930435,118.73436582899461,118.73436582899461,1.0,0.20064139366149902
ALNSInventory+Savings2Opt,865.0454769401057,0.8968140335091287,0.1031859664908713,2.6377012186930435,118.73436582899461,118.73436582899461,1.0,0.2066972255706787
ALNS-IRP,914.5847868010796,0.8972271621246984,0.10277283787530156,2.8249381768064166,117.42923124552402,117.42923124552402,1.0,0.7613813877105713
MILP,356.76666666666665,0.9899964825363202,0.010003517463679779,1.6134589869747369,0.0,0.0,1.0,3.484839916229248
